Acat01G000010	EVM0024352
Acat06G003280	EVM0028704
Acat06G003290	EVM0013347
Acat06G003300	EVM0019196
Acat06G003310	EVM0027699
Acat06G003320	EVM0020483
Acat06G003330	EVM0015303
Acat06G003340	EVM0000968
Acat06G003350	EVM0025057
Acat06G003360	EVM0025050
Acat06G003370	EVM0032167
Acat06G003380	EVM0012978
Acat06G003390	EVM0023669
Acat06G003400	EVM0033534
Acat06G003410	EVM0014887
Acat06G003420	EVM0033524
Acat06G003430	EVM0027453
Acat06G003440	EVM0033345
Acat06G003450	EVM0018399
Acat06G003460	EVM0033207
Acat06G003470	EVM0011506
Acat06G003480	EVM0033046
Acat06G003490	EVM0024687
Acat06G003500	EVM0015661
Acat06G003510	EVM0016068
Acat06G003520	EVM0016412
Acat06G003530	EVM0021398
Acat06G003540	EVM0029588
Acat06G003550	EVM0018231
Acat06G003560	EVM0024419
Acat06G003570	EVM0023427
Acat06G003580	EVM0006212
Acat06G003590	EVM0014464
Acat06G003600	EVM0016300
Acat06G003610	EVM0004753
Acat06G003620	EVM0034286
Acat06G003630	EVM0019730
Acat06G003640	EVM0002414
Acat06G003650	EVM0007088
Acat06G003660	EVM0024063
Acat06G003670	EVM0000697
Acat06G003680	EVM0016656
Acat06G003690	EVM0002355
Acat06G003700	EVM0000214
Acat06G003710	EVM0023393
Acat06G003720	EVM0029234
Acat06G003730	EVM0016858
Acat06G003740	EVM0025659
Acat06G003750	EVM0012094
Acat06G003760	EVM0010782
Acat06G003770	EVM0033751
Acat06G003780	EVM0005044
Acat06G003790	EVM0006072
Acat06G003800	EVM0034725
Acat06G003810	EVM0004013
Acat06G003820	EVM0004652
Acat06G003830	EVM0022696
Acat06G003840	EVM0007420
Acat06G003850	EVM0004940
Acat06G003860	EVM0025404
Acat06G003870	EVM0018793
Acat06G003880	EVM0033673
Acat06G003890	EVM0008061
Acat06G003900	EVM0032229
Acat06G003910	EVM0011511
Acat06G003920	EVM0025225
Acat06G003930	EVM0030361
Acat06G003940	EVM0032644
Acat06G003950	EVM0020015
Acat06G003960	EVM0015497
Acat06G003970	EVM0012648
Acat06G003980	EVM0032374
Acat06G003990	EVM0022929
Acat06G004000	EVM0021167
Acat06G004010	EVM0004139
Acat06G004020	EVM0029941
Acat06G004030	EVM0033245
Acat06G004040	EVM0024490
Acat06G004050	EVM0006136
Acat06G004060	EVM0024249
Acat06G004070	EVM0020540
Acat06G004080	EVM0016515
Acat06G004090	EVM0000969
Acat06G004100	EVM0001121
Acat06G004110	EVM0035024
Acat06G004120	EVM0007268
Acat06G004130	EVM0027542
Acat06G004140	EVM0024558
Acat06G004150	EVM0004535
Acat06G004160	EVM0032829
Acat06G004170	EVM0011790
Acat06G004180	EVM0029666
Acat06G004190	EVM0031349
Acat06G004200	EVM0026391
Acat06G004210	EVM0010765
Acat06G004220	EVM0005812
Acat06G004230	EVM0033279
Acat06G004240	EVM0032218
Acat06G004250	EVM0002845
Acat06G004260	EVM0017173
Acat06G004270	EVM0024028
Acat06G004280	EVM0019324
Acat06G004290	EVM0000661
Acat06G004300	EVM0029458
Acat06G004310	EVM0022469
Acat06G004320	EVM0024051
Acat06G004330	EVM0032330
Acat06G004340	EVM0030906
Acat06G004350	EVM0006032
Acat06G004360	EVM0013400
Acat06G004370	EVM0017595
Acat06G004380	EVM0007145
Acat06G004390	EVM0019873
Acat06G004400	EVM0005658
Acat06G004410	EVM0018402
Acat06G004420	EVM0034936
Acat06G004430	EVM0010120
Acat06G004440	EVM0027221
Acat06G004450	EVM0010105
Acat06G004460	EVM0010180
Acat06G004470	EVM0004492
Acat06G004480	EVM0008603
Acat06G004490	EVM0016448
Acat06G004500	EVM0017277
Acat06G004510	EVM0032392
Acat06G004520	EVM0001944
Acat06G004530	EVM0033726
Acat06G004540	EVM0016888
Acat06G004550	EVM0003708
Acat06G004560	EVM0017866
Acat06G004570	EVM0029289
Acat06G004580	EVM0019974
Acat06G004590	EVM0026889
Acat06G004600	EVM0005199
Acat06G004610	EVM0019676
Acat06G004620	EVM0017740
Acat06G004630	EVM0011331
Acat06G004640	EVM0021381
Acat06G004650	EVM0001296
Acat06G004660	EVM0035291
Acat06G004670	EVM0018727
Acat06G004680	EVM0010029
Acat06G004690	EVM0035294
Acat06G004700	EVM0029131
Acat06G004710	EVM0024163
Acat06G004720	EVM0007366
Acat06G004730	EVM0017879
Acat06G004740	EVM0001898
Acat06G004750	EVM0030394
Acat06G004760	EVM0007097
Acat06G004770	EVM0030071
Acat06G004780	EVM0023525
Acat06G004790	EVM0019833
Acat06G004800	EVM0022717
Acat06G004810	EVM0031243
Acat06G004820	EVM0027705
Acat06G004830	EVM0012371
Acat06G004840	EVM0016973
Acat06G004850	EVM0009593
Acat06G004860	EVM0025507
Acat06G004870	EVM0012506
Acat06G004880	EVM0011379
Acat06G004890	EVM0009265
Acat06G004900	EVM0019647
Acat06G004910	EVM0013496
Acat06G004920	EVM0010950
Acat06G004930	EVM0015183
Acat06G004940	EVM0032920
Acat06G004950	EVM0026508
Acat06G004960	EVM0034080
Acat06G004970	EVM0023747
Acat06G004980	EVM0004727
Acat06G004990	EVM0025969
Acat06G005000	EVM0007475
Acat06G005010	EVM0028830
Acat06G005020	EVM0012591
Acat06G005030	EVM0034850
Acat06G005040	EVM0026697
Acat06G005050	EVM0000326
Acat06G005060	EVM0031707
Acat06G005070	EVM0033669
Acat06G005080	EVM0018879
Acat06G005090	EVM0018871
Acat06G005100	EVM0032064
Acat06G005110	EVM0017794
Acat06G005120	EVM0012772
Acat06G005130	EVM0027615
Acat06G005140	EVM0030365
Acat06G005150	EVM0034056
Acat06G005160	EVM0023666
Acat06G005170	EVM0006079
Acat06G005180	EVM0027746
Acat06G005190	EVM0020482
Acat06G005200	EVM0007652
Acat06G005210	EVM0034702
Acat06G005220	EVM0032205
Acat06G005230	EVM0013909
Acat06G005240	EVM0004151
Acat06G005250	EVM0009333
Acat06G005260	EVM0026042
Acat06G005270	EVM0010090
Acat06G005280	EVM0003450
Acat06G005290	EVM0001196
Acat06G005300	EVM0029254
Acat06G005310	EVM0021361
Acat06G005320	EVM0009095
Acat06G005330	EVM0034348
Acat06G005340	EVM0029309
Acat06G005350	EVM0012056
Acat06G005360	EVM0035224
Acat06G005370	EVM0016781
Acat06G005380	EVM0014573
Acat06G005390	EVM0003811
Acat06G005400	EVM0012547
Acat06G005410	EVM0032916
Acat06G005420	EVM0014426
Acat06G005430	EVM0027781
Acat06G005440	EVM0006211
Acat06G005450	EVM0013868
Acat06G005460	EVM0022533
Acat06G005470	EVM0015814
Acat06G005480	EVM0011918
Acat06G005490	EVM0004048
Acat06G005500	EVM0031093
Acat06G005510	EVM0034746
Acat06G005520	EVM0010669
Acat06G005530	EVM0008380
Acat06G005540	EVM0012843
Acat06G005550	EVM0028317
Acat06G005560	EVM0023085
Acat06G005570	EVM0030837
Acat06G005580	EVM0010748
Acat06G005590	EVM0034922
Acat06G005600	EVM0003698
Acat06G005610	EVM0015227
Acat06G005620	EVM0010727
Acat06G005630	EVM0003520
Acat06G005640	EVM0027337
Acat06G005650	EVM0015148
Acat06G005660	EVM0020175
Acat06G005670	EVM0011269
Acat06G005680	EVM0007808
Acat06G005690	EVM0011073
Acat06G005700	EVM0013906
Acat06G005710	EVM0027929
Acat06G005720	EVM0016310
Acat06G005730	EVM0007630
Acat06G005740	EVM0030899
Acat06G005750	EVM0012758
Acat06G005760	EVM0003048
Acat06G005770	EVM0004735
Acat06G005780	EVM0018827
Acat06G005790	EVM0030236
Acat06G005800	EVM0026131
Acat06G005810	EVM0017819
Acat06G005820	EVM0013475
Acat06G005830	EVM0025838
Acat06G005840	EVM0009439
Acat06G005850	EVM0034464
Acat06G005860	EVM0001331
Acat06G005870	EVM0006752
Acat06G005880	EVM0021071
Acat06G005890	EVM0019663
Acat06G005900	EVM0006683
Acat06G005910	EVM0027363
Acat06G005920	EVM0009206
Acat06G005930	EVM0012482
Acat06G005940	EVM0024503
Acat06G005950	EVM0035004
Acat06G005960	EVM0007342
Acat06G005970	EVM0018781
Acat06G005980	EVM0017893
Acat06G005990	EVM0032908
Acat06G006000	EVM0033372
Acat06G006010	EVM0030804
Acat06G006020	EVM0030131
Acat06G006030	EVM0010699
Acat06G006040	EVM0030469
Acat06G006050	EVM0011996
Acat06G006060	EVM0003805
Acat06G006070	EVM0028338
Acat06G006080	EVM0005193
Acat06G006090	EVM0024552
Acat06G006100	EVM0006874
Acat06G006110	EVM0021707
Acat06G006120	EVM0008837
Acat06G006130	EVM0015961
Acat06G006140	EVM0007267
Acat06G006150	EVM0000307
Acat06G006160	EVM0027256
Acat06G006170	EVM0011512
Acat06G006180	EVM0005210
Acat06G006190	EVM0032795
Acat06G006200	EVM0003554
Acat06G006210	EVM0015062
Acat06G006220	EVM0015556
Acat06G006230	EVM0029253
Acat06G006240	EVM0013575
Acat06G006250	EVM0014398
Acat06G006260	EVM0025660
Acat06G006270	EVM0012086
Acat06G006280	EVM0007237
Acat06G006290	EVM0021448
Acat06G006300	EVM0019940
Acat06G006310	EVM0022985
Acat06G006320	EVM0030843
Acat06G006330	EVM0017592
Acat06G006340	EVM0016011
Acat06G006350	EVM0018209
Acat06G006360	EVM0023348
Acat06G006370	EVM0004324
Acat06G006380	EVM0030571
Acat06G006390	EVM0022761
Acat06G006400	EVM0005880
Acat06G006410	EVM0011708
Acat06G006420	EVM0033624
Acat06G006430	EVM0000663
Acat06G006440	EVM0034585
Acat06G006450	EVM0031634
Acat06G006460	EVM0009155
Acat06G006470	EVM0015662
Acat06G006480	EVM0024277
Acat06G006490	EVM0028642
Acat06G006500	EVM0017336
Acat06G006510	EVM0006044
Acat06G006520	EVM0027297
Acat06G006530	EVM0013926
Acat06G006540	EVM0018634
Acat06G006550	EVM0020523
Acat06G006560	EVM0027447
Acat06G006570	EVM0015889
Acat06G006580	EVM0018152
Acat06G006590	EVM0005784
Acat06G006600	EVM0020469
Acat06G006610	EVM0003948
Acat06G006620	EVM0031252
Acat06G006630	EVM0029580
Acat06G006640	EVM0008659
Acat06G006650	EVM0000912
Acat06G006660	EVM0027315
Acat06G006670	EVM0011444
Acat06G006680	EVM0022758
Acat06G006690	EVM0010477
Acat06G006700	EVM0015759
Acat06G006710	EVM0013361
Acat06G006720	EVM0026449
Acat06G006730	EVM0030896
Acat06G006740	EVM0006625
Acat06G006750	EVM0035121
Acat06G006760	EVM0024188
Acat06G006770	EVM0006006
Acat06G006780	EVM0022122
Acat06G006790	EVM0012553
Acat06G006800	EVM0004815
Acat06G006810	EVM0030829
Acat06G006820	EVM0032617
Acat06G006830	EVM0028278
Acat06G006840	EVM0034445
Acat06G006850	EVM0006316
Acat06G006860	EVM0017611
Acat06G006870	EVM0010514
Acat06G006880	EVM0030061
Acat06G006890	EVM0011675
Acat06G006900	EVM0029704
Acat06G006910	EVM0007912
Acat06G006920	EVM0031347
Acat06G006930	EVM0021594
Acat06G006940	EVM0032584
Acat06G006950	EVM0019826
Acat06G006960	EVM0009354
Acat06G006970	EVM0013233
Acat06G006980	EVM0029079
Acat06G006990	EVM0033701
Acat06G007000	EVM0007307
Acat06G007010	EVM0030347
Acat06G007020	EVM0007068
Acat06G007030	EVM0023857
Acat06G007040	EVM0013994
Acat06G007050	EVM0035097
Acat06G007060	EVM0025196
Acat06G007070	EVM0028396
Acat06G007080	EVM0032371
Acat06G007090	EVM0003876
Acat06G007100	EVM0002438
Acat06G007110	EVM0004939
Acat06G007120	EVM0006783
Acat06G007130	EVM0019740
Acat06G007140	EVM0018020
Acat06G007150	EVM0008307
Acat06G007160	EVM0010798
Acat06G007170	EVM0014568
Acat06G007180	EVM0002831
Acat06G007190	EVM0026398
Acat06G007200	EVM0024998
Acat06G007210	EVM0034983
Acat06G007220	EVM0004123
Acat06G007230	EVM0012709
Acat06G007240	EVM0007584
Acat06G007250	EVM0000173
Acat06G007260	EVM0031966
Acat06G007270	EVM0021143
Acat06G007280	EVM0003157
Acat06G007290	EVM0000905
Acat06G007300	EVM0001771
Acat06G007310	EVM0019977
Acat06G007320	EVM0007141
Acat06G007330	EVM0002548
Acat06G007340	EVM0027942
Acat06G007350	EVM0025933
Acat06G007360	EVM0020904
Acat06G007370	EVM0010377
Acat06G007380	EVM0019247
Acat06G007390	EVM0015337
Acat06G007400	EVM0029887
Acat06G007410	EVM0006878
Acat06G007420	EVM0022633
Acat06G007430	EVM0031778
Acat06G007440	EVM0007233
Acat06G007450	EVM0017274
Acat06G007460	EVM0034959
Acat06G007470	EVM0024414
Acat06G007480	EVM0025866
Acat06G007490	EVM0005287
Acat06G007500	EVM0006424
Acat06G007510	EVM0032505
Acat06G007520	EVM0001585
Acat06G007530	EVM0001316
Acat06G007540	EVM0017841
Acat06G007550	EVM0019573
Acat06G007560	EVM0029446
Acat06G007570	EVM0000667
Acat06G007580	EVM0001509
Acat06G007590	EVM0021999
Acat06G007600	EVM0012551
Acat06G007610	EVM0025125
Acat06G007620	EVM0030855
Acat06G007630	EVM0030014
Acat06G007640	EVM0032493
Acat06G007650	EVM0014329
Acat06G007660	EVM0015960
Acat06G007670	EVM0003019
Acat06G007680	EVM0007528
Acat06G007690	EVM0031489
Acat06G007700	EVM0007931
Acat06G007710	EVM0013215
Acat06G007720	EVM0016095
Acat06G007730	EVM0030886
Acat06G007740	EVM0007306
Acat06G007750	EVM0031860
Acat06G007760	EVM0029973
Acat06G007770	EVM0000013
Acat06G007780	EVM0012346
Acat06G007790	EVM0029349
Acat06G007800	EVM0028031
Acat06G007810	EVM0014625
Acat06G007820	EVM0018826
Acat06G007830	EVM0012320
Acat06G007840	EVM0000200
Acat06G007850	EVM0030087
Acat06G007860	EVM0023153
Acat06G007870	EVM0019012
Acat06G007880	EVM0006347
Acat06G007890	EVM0008151
Acat06G007900	EVM0021313
Acat06G007910	EVM0014192
Acat06G007920	EVM0010455
Acat06G007930	EVM0018009
Acat06G007940	EVM0025503
Acat06G007950	EVM0018389
Acat06G007960	EVM0034763
Acat06G007970	EVM0002429
Acat06G007980	EVM0031662
Acat06G007990	EVM0010010
Acat06G008000	EVM0007540
Acat06G008010	EVM0032375
Acat06G008020	EVM0002208
Acat06G008030	EVM0013302
Acat06G008040	EVM0025807
Acat06G008050	EVM0028436
Acat06G008060	EVM0025210
Acat06G008070	EVM0031658
Acat06G008080	EVM0017618
Acat06G008090	EVM0017330
Acat06G008100	EVM0031500
Acat06G008110	EVM0024508
Acat06G008120	EVM0010005
Acat06G008130	EVM0029280
Acat06G008140	EVM0016046
Acat06G008150	EVM0014292
Acat06G008160	EVM0031515
Acat06G008170	EVM0022188
Acat06G008180	EVM0001180
Acat06G008190	EVM0031165
Acat06G008200	EVM0001079
Acat06G008210	EVM0026039
Acat06G008220	EVM0004096
Acat06G008230	EVM0003138
Acat06G008240	EVM0010502
Acat06G008250	EVM0007996
Acat06G008260	EVM0025611
Acat06G008270	EVM0008322
Acat06G008280	EVM0010623
Acat06G008290	EVM0034256
Acat06G008300	EVM0012211
Acat06G008310	EVM0008351
Acat06G008320	EVM0013688
Acat06G008330	EVM0020869
Acat06G008340	EVM0031027
Acat06G008350	EVM0000044
Acat06G008360	EVM0032108
Acat06G008370	EVM0022731
Acat06G008380	EVM0030781
Acat06G008390	EVM0012702
Acat06G008400	EVM0014365
Acat06G008410	EVM0012293
Acat06G008420	EVM0005619
Acat06G008430	EVM0000547
Acat06G008440	EVM0012261
Acat06G008450	EVM0000237
Acat06G008460	EVM0013644
Acat06G008470	EVM0032816
Acat06G008480	EVM0030175
Acat06G008490	EVM0001836
Acat06G008500	EVM0004038
Acat06G008510	EVM0009641
Acat06G008520	EVM0021197
Acat06G008530	EVM0014473
Acat06G008540	EVM0010774
Acat06G008550	EVM0018348
Acat06G008560	EVM0020021
Acat06G008570	EVM0025399
Acat06G008580	EVM0013339
Acat06G008590	EVM0002338
Acat06G008600	EVM0027719
Acat06G008610	EVM0008412
Acat06G008620	EVM0027018
Acat06G008630	EVM0026572
Acat06G008640	EVM0023895
Acat06G008650	EVM0004865
Acat06G008660	EVM0016355
Acat06G008670	EVM0012348
Acat06G008680	EVM0015526
Acat06G008690	EVM0032047
Acat06G008700	EVM0020226
Acat06G008710	EVM0017398
Acat06G008720	EVM0024282
Acat06G008730	EVM0002308
Acat06G008740	EVM0005115
Acat06G008750	EVM0031962
Acat06G008760	EVM0011507
Acat06G008770	EVM0016026
Acat06G008780	EVM0005927
Acat06G008790	EVM0032778
Acat06G008800	EVM0018916
Acat06G008810	EVM0030832
Acat06G008820	EVM0008048
Acat06G008830	EVM0031935
Acat06G008840	EVM0020436
Acat06G008850	EVM0018890
Acat06G008860	EVM0002532
Acat06G008870	EVM0028460
Acat06G008880	EVM0015208
Acat06G008890	EVM0018421
Acat06G008900	EVM0020992
Acat06G008910	EVM0025746
Acat06G008920	EVM0003947
Acat06G008930	EVM0019563
Acat06G008940	EVM0009612
Acat06G008950	EVM0003991
Acat06G008960	EVM0014736
Acat06G008970	EVM0012849
Acat06G008980	EVM0019919
Acat06G008990	EVM0006366
Acat06G009000	EVM0007993
Acat06G009010	EVM0001315
Acat06G009020	EVM0008522
Acat06G009030	EVM0029956
Acat06G009040	EVM0012692
Acat06G009050	EVM0016490
Acat06G009060	EVM0032976
Acat06G009070	EVM0022753
Acat06G009080	EVM0029514
Acat06G009090	EVM0012792
Acat06G009100	EVM0000257
Acat06G009110	EVM0027201
Acat06G009120	EVM0027626
Acat06G009130	EVM0003174
Acat06G009140	EVM0027299
Acat06G009150	EVM0004117
Acat06G009160	EVM0004113
Acat06G009170	EVM0008022
Acat06G009180	EVM0019450
Acat06G009190	EVM0027494
Acat06G009200	EVM0021924
Acat06G009210	EVM0031834
Acat06G009220	EVM0011716
Acat06G009230	EVM0000920
Acat06G009240	EVM0021472
Acat06G009250	EVM0029450
Acat06G009260	EVM0009088
Acat06G009270	EVM0025397
Acat06G009280	EVM0034867
Acat06G009290	EVM0031693
Acat06G009300	EVM0022981
Acat06G009310	EVM0005230
Acat06G009320	EVM0012746
Acat06G009330	EVM0000022
Acat06G009340	EVM0029864
Acat06G009350	EVM0021329
Acat06G009360	EVM0031624
Acat06G009370	EVM0008977
Acat06G009380	EVM0020304
Acat06G009390	EVM0032427
Acat06G009400	EVM0011725
Acat06G009410	EVM0013493
Acat06G009420	EVM0001169
Acat06G009430	EVM0032243
Acat06G009440	EVM0007243
Acat06G009450	EVM0008145
Acat06G009460	EVM0033294
Acat06G009470	EVM0030664
Acat06G009480	EVM0000002
Acat06G009490	EVM0032103
Acat06G009500	EVM0029620
Acat06G009510	EVM0012987
Acat06G009520	EVM0019030
Acat06G009530	EVM0029509
Acat06G009540	EVM0016804
Acat06G009550	EVM0002358
Acat06G009560	EVM0010732
Acat06G009570	EVM0030602
Acat06G009580	EVM0016751
Acat06G009590	EVM0034901
Acat06G009600	EVM0024631
Acat06G009610	EVM0003306
Acat06G009620	EVM0028014
Acat06G009630	EVM0020748
Acat06G009640	EVM0024215
Acat06G009650	EVM0032691
Acat06G009660	EVM0005617
Acat06G009670	EVM0010293
Acat06G009680	EVM0003671
Acat06G009690	EVM0013658
Acat06G009700	EVM0033005
Acat06G009710	EVM0004488
Acat06G009720	EVM0022968
Acat06G009730	EVM0023199
Acat06G009740	EVM0022275
Acat06G009750	EVM0002133
Acat06G009760	EVM0030096
Acat06G009770	EVM0009337
Acat06G009780	EVM0009496
Acat06G009790	EVM0018860
Acat06G009800	EVM0028377
Acat06G009810	EVM0031235
Acat06G009820	EVM0025148
Acat06G009830	EVM0031424
Acat06G009840	EVM0022862
Acat06G009850	EVM0021802
Acat06G009860	EVM0007104
Acat06G009870	EVM0014119
Acat06G009880	EVM0031192
Acat06G009890	EVM0004017
Acat06G009900	EVM0024960
Acat06G009910	EVM0028630
Acat06G009920	EVM0027116
Acat06G009930	EVM0030540
Acat06G009940	EVM0011111
Acat06G009950	EVM0024791
Acat06G009960	EVM0018629
Acat06G009970	EVM0014750
Acat06G009980	EVM0032597
Acat06G009990	EVM0023885
Acat06G010000	EVM0016805
Acat06G010010	EVM0003307
Acat06G010020	EVM0024744
Acat06G010030	EVM0030964
Acat06G010040	EVM0020636
Acat06G010050	EVM0024041
Acat06G010060	EVM0013109
Acat06G010070	EVM0034888
Acat06G010080	EVM0022830
Acat06G010090	EVM0017058
Acat06G010100	EVM0022953
Acat06G010110	EVM0007223
Acat06G010120	EVM0018568
Acat06G010130	EVM0012520
Acat06G010140	EVM0000604
Acat06G010150	EVM0033567
Acat06G010160	EVM0012557
Acat06G010170	EVM0016835
Acat06G010180	EVM0029038
Acat06G010190	EVM0000594
Acat06G010200	EVM0010127
Acat06G010210	EVM0001538
Acat06G010220	EVM0004826
Acat06G010230	EVM0000464
Acat06G010240	EVM0030188
Acat06G010250	EVM0001513
Acat06G010260	EVM0029939
Acat06G010270	EVM0017848
Acat06G010280	EVM0030668
Acat06G010290	EVM0029715
Acat06G010300	EVM0028697
Acat06G010310	EVM0000942
Acat06G010320	EVM0028989
Acat06G010330	EVM0003073
Acat06G010340	EVM0002634
Acat06G010350	EVM0030723
Acat06G010360	EVM0005035
Acat06G010370	EVM0011749
Acat06G010380	EVM0029435
Acat06G010390	EVM0030139
Acat06G010400	EVM0020573
Acat06G010410	EVM0004922
Acat06G010420	EVM0010088
Acat06G010430	EVM0000903
Acat06G010440	EVM0014717
Acat06G010450	EVM0030025
Acat06G010460	EVM0004586
Acat06G010470	EVM0006767
Acat06G010480	EVM0034501
Acat06G010490	EVM0011632
Acat06G010500	EVM0027988
Acat06G010510	EVM0001340
Acat06G010520	EVM0007421
Acat06G010530	EVM0018179
Acat06G010540	EVM0024007
Acat06G010550	EVM0008771
Acat06G010560	EVM0009553
Acat06G010570	EVM0027226
Acat06G010580	EVM0027303
Acat06G010590	EVM0020936
Acat06G010600	EVM0015519
Acat06G010610	EVM0031011
Acat06G010620	EVM0014948
Acat06G010630	EVM0005129
Acat06G010640	EVM0027827
Acat06G010650	EVM0019098
Acat06G010660	EVM0027459
Acat06G010670	EVM0006913
Acat06G010680	EVM0006041
Acat06G010690	EVM0009271
Acat06G010700	EVM0029901
Acat06G010710	EVM0003431
Acat06G010720	EVM0020297
Acat06G010730	EVM0025948
Acat06G010740	EVM0012540
Acat06G010750	EVM0004987
Acat06G010760	EVM0028024
Acat06G010770	EVM0002504
Acat06G010780	EVM0016135
Acat06G010790	EVM0021877
Acat06G010800	EVM0007825
Acat06G010810	EVM0032825
Acat06G010820	EVM0012657
Acat06G010830	EVM0009169
Acat06G010840	EVM0033562
Acat06G010850	EVM0011244
Acat06G010860	EVM0034486
Acat06G010870	EVM0010487
Acat06G010880	EVM0029851
Acat06G010890	EVM0022330
Acat06G010900	EVM0006667
Acat06G010910	EVM0007199
Acat06G010920	EVM0021070
Acat06G010930	EVM0021600
Acat06G010940	EVM0004081
Acat06G010950	EVM0022621
Acat06G010960	EVM0030999
Acat06G010970	EVM0010991
Acat06G010980	EVM0030997
Acat06G010990	EVM0033554
Acat06G011000	EVM0017998
Acat06G011010	EVM0032988
Acat06G011020	EVM0003971
Acat06G011030	EVM0005612
Acat06G011040	EVM0003538
Acat06G011050	EVM0010959
Acat06G011060	EVM0019894
Acat06G011070	EVM0013122
Acat06G011080	EVM0007697
Acat06G011090	EVM0034776
Acat06G011100	EVM0001084
Acat06G011110	EVM0025672
Acat06G011120	EVM0007166
Acat06G011130	EVM0012974
Acat06G011140	EVM0014452
Acat06G011150	EVM0003754
Acat06G011160	EVM0012697
Acat06G011170	EVM0031197
Acat06G011180	EVM0019109
Acat06G011190	EVM0002687
Acat06G011200	EVM0005857
Acat06G011210	EVM0001481
Acat06G011220	EVM0008202
Acat06G011230	EVM0016527
Acat06G011240	EVM0017900
Acat06G011250	EVM0016571
Acat06G011260	EVM0026522
Acat06G011270	EVM0001540
Acat06G011280	EVM0017563
Acat06G011290	EVM0033141
Acat06G011300	EVM0010289
Acat06G011310	EVM0014282
Acat06G011320	EVM0025051
Acat06G011330	EVM0033595
Acat06G011340	EVM0034945
Acat06G011350	EVM0032892
Acat06G011360	EVM0007805
Acat06G011370	EVM0002868
Acat06G011380	EVM0027971
Acat06G011390	EVM0015524
Acat06G011400	EVM0018658
Acat06G011410	EVM0034949
Acat06G011420	EVM0029902
Acat06G011430	EVM0008006
Acat06G011440	EVM0011999
Acat06G011450	EVM0023012
Acat06G011460	EVM0033136
Acat06G011470	EVM0031101
Acat06G011480	EVM0013314
Acat06G011490	EVM0024379
Acat06G011500	EVM0025565
Acat06G011510	EVM0008819
Acat06G011520	EVM0028787
Acat06G011530	EVM0004772
Acat06G011540	EVM0027916
Acat06G011550	EVM0025788
Acat06G011560	EVM0006349
Acat06G011570	EVM0015059
Acat06G011580	EVM0015663
Acat06G011590	EVM0031725
Acat06G011600	EVM0032320
Acat06G011610	EVM0024624
Acat06G011620	EVM0007144
Acat06G011630	EVM0014578
Acat06G011640	EVM0024908
Acat06G011650	EVM0032006
Acat06G011660	EVM0002040
Acat06G011670	EVM0001065
Acat06G011680	EVM0026077
Acat06G011690	EVM0025016
Acat06G011700	EVM0020828
Acat06G011710	EVM0014704
Acat06G011720	EVM0022199
Acat06G011730	EVM0015653
Acat06G011740	EVM0010999
Acat06G011750	EVM0014741
Acat06G011760	EVM0023336
Acat06G011770	EVM0027161
Acat06G011780	EVM0030838
Acat06G011790	EVM0027034
Acat06G011800	EVM0026568
Acat06G011810	EVM0006648
Acat06G011820	EVM0001840
Acat06G011830	EVM0001706
Acat06G011840	EVM0025092
Acat06G011850	EVM0026307
Acat06G011860	EVM0030767
Acat06G011870	EVM0022178
Acat06G011880	EVM0014628
Acat06G011890	EVM0031420
Acat06G011900	EVM0022599
Acat06G011910	EVM0006262
Acat06G011920	EVM0025889
Acat06G011930	EVM0016414
Acat06G011940	EVM0026734
Acat06G011950	EVM0017264
Acat06G011960	EVM0021114
Acat06G011970	EVM0031219
Acat06G011980	EVM0022903
Acat06G011990	EVM0013937
Acat06G012000	EVM0021719
Acat06G012010	EVM0028818
Acat06G012020	EVM0017538
Acat06G012030	EVM0012153
Acat06G012040	EVM0031578
Acat06G012050	EVM0003633
Acat06G012060	EVM0028272
Acat06G012070	EVM0015717
Acat06G012080	EVM0009474
Acat06G012090	EVM0006353
Acat06G012100	EVM0004054
Acat06G012110	EVM0028859
Acat06G012120	EVM0014406
Acat06G012130	EVM0031316
Acat06G012140	EVM0026092
Acat06G012150	EVM0003214
Acat06G012160	EVM0032903
Acat06G012170	EVM0001265
Acat06G012180	EVM0015451
Acat06G012190	EVM0017648
Acat06G012200	EVM0033884
Acat06G012210	EVM0029006
Acat06G012220	EVM0035001
Acat06G012230	EVM0022698
Acat06G012240	EVM0012499
Acat06G012250	EVM0013526
Acat06G012260	EVM0006064
Acat06G012270	EVM0019992
Acat06G012280	EVM0012803
Acat06G012290	EVM0032592
Acat06G012300	EVM0019145
Acat06G012310	EVM0000236
Acat06G012320	EVM0034436
Acat06G012330	EVM0000877
Acat06G012340	EVM0033991
Acat06G012350	EVM0033936
Acat06G012360	EVM0017120
Acat06G012370	EVM0000865
Acat06G012380	EVM0028573
Acat06G012390	EVM0003370
Acat06G012400	EVM0028854
Acat06G012410	EVM0017937
Acat06G012420	EVM0020946
Acat06G012430	EVM0015724
Acat06G012440	EVM0031054
Acat06G012450	EVM0020029
Acat06G012460	EVM0006029
Acat06G012470	EVM0032128
Acat06G012480	EVM0012498
Acat06G012490	EVM0007215
Acat06G012500	EVM0001118
Acat06G012510	EVM0001214
Acat06G012520	EVM0033998
Acat06G012530	EVM0028692
Acat06G012540	EVM0004099
Acat06G012550	EVM0000324
Acat06G012560	EVM0018749
Acat06G012570	EVM0004403
Acat06G012580	EVM0018204
Acat06G012590	EVM0007606
