Ayan01G000010.1	Acyan01G0000100.1
Ayan08G001770.1	Acyan08G0017700.1
Ayan08G001780.1	Acyan08G0017800.1
Ayan08G001790.1	Acyan08G0017900.1
Ayan08G001800.1	Acyan08G0018000.1
Ayan08G001810.1	Acyan08G0018100.1
Ayan08G001820.1	Acyan08G0018200.1
Ayan08G001830.1	Acyan08G0018300.1
Ayan08G001840.1	Acyan08G0018400.1
Ayan08G001850.1	Acyan08G0018500.1
Ayan08G001860.1	Acyan08G0018600.1
Ayan08G001870.1	Acyan08G0018700.1
Ayan08G001880.1	Acyan08G0018800.1
Ayan08G001890.1	Acyan08G0018900.1
Ayan08G001900.1	Acyan08G0019000.1
Ayan08G001910.1	Acyan08G0019100.1
Ayan08G001920.1	Acyan08G0019200.1
Ayan08G001930.1	Acyan08G0019300.1
Ayan08G001940.1	Acyan08G0019400.1
Ayan08G001950.1	Acyan08G0019500.1
Ayan08G001960.1	Acyan08G0019600.1
Ayan08G001970.1	Acyan08G0019700.1
Ayan08G001980.1	Acyan08G0019800.1
Ayan08G001990.1	Acyan08G0019900.1
Ayan08G002000.1	Acyan08G0020000.1
Ayan08G002010.1	Acyan08G0020100.1
Ayan08G002020.1	Acyan08G0020200.1
Ayan08G002030.1	Acyan08G0020300.1
Ayan08G002040.1	Acyan08G0020400.1
Ayan08G002050.1	Acyan08G0020500.1
Ayan08G002060.1	Acyan08G0020600.1
Ayan08G002070.1	Acyan08G0020700.1
Ayan08G002080.1	Acyan08G0020800.1
Ayan08G002090.1	Acyan08G0020900.1
Ayan08G002100.1	Acyan08G0021000.1
Ayan08G002110.1	Acyan08G0021100.1
Ayan08G002120.1	Acyan08G0021200.1
Ayan08G002130.1	Acyan08G0021300.1
Ayan08G002140.1	Acyan08G0021400.1
Ayan08G002150.1	Acyan08G0021500.1
Ayan08G002160.1	Acyan08G0021600.1
Ayan08G002170.1	Acyan08G0021700.1
Ayan08G002180.1	Acyan08G0021800.1
Ayan08G002190.1	Acyan08G0021900.1
Ayan08G002200.1	Acyan08G0022000.1
Ayan08G002210.1	Acyan08G0022100.1
Ayan08G002220.1	Acyan08G0022200.1
Ayan08G002230.1	Acyan08G0022300.1
Ayan08G002240.1	Acyan08G0022400.1
Ayan08G002250.1	Acyan08G0022500.1
Ayan08G002260.1	Acyan08G0022600.1
Ayan08G002270.1	Acyan08G0022700.1
Ayan08G002280.1	Acyan08G0022800.1
Ayan08G002290.1	Acyan08G0022900.1
Ayan08G002300.1	Acyan08G0023000.1
Ayan08G002310.1	Acyan08G0023100.1
Ayan08G002320.1	Acyan08G0023200.1
Ayan08G002330.1	Acyan08G0023300.1
Ayan08G002340.1	Acyan08G0023400.1
Ayan08G002350.1	Acyan08G0023500.1
Ayan08G002360.1	Acyan08G0023600.1
Ayan08G002370.1	Acyan08G0023700.1
Ayan08G002380.1	Acyan08G0023800.1
Ayan08G002390.1	Acyan08G0023900.1
Ayan08G002400.1	Acyan08G0024000.1
Ayan08G002410.1	Acyan08G0024100.1
Ayan08G002420.1	Acyan08G0024200.1
Ayan08G002430.1	Acyan08G0024300.1
Ayan08G002440.1	Acyan08G0024400.1
Ayan08G002450.1	Acyan08G0024500.1
Ayan08G002460.1	Acyan08G0024600.1
Ayan08G002470.1	Acyan08G0024700.1
Ayan08G002480.1	Acyan08G0024800.1
Ayan08G002490.1	Acyan08G0024900.1
Ayan08G002500.1	Acyan08G0025000.1
Ayan08G002510.1	Acyan08G0025100.1
Ayan08G002520.1	Acyan08G0025200.1
Ayan08G002530.1	Acyan08G0025300.1
Ayan08G002540.1	Acyan08G0025400.1
Ayan08G002550.1	Acyan08G0025500.1
Ayan08G002560.1	Acyan08G0025600.1
Ayan08G002570.1	Acyan08G0025700.1
Ayan08G002580.1	Acyan08G0025800.1
Ayan08G002590.1	Acyan08G0025900.1
Ayan08G002600.1	Acyan08G0026000.1
Ayan08G002610.1	Acyan08G0026100.1
Ayan08G002620.1	Acyan08G0026200.1
Ayan08G002630.1	Acyan08G0026300.1
Ayan08G002640.1	Acyan08G0026400.1
Ayan08G002650.1	Acyan08G0026500.1
Ayan08G002660.1	Acyan08G0026600.1
Ayan08G002670.1	Acyan08G0026700.1
Ayan08G002680.1	Acyan08G0026800.1
Ayan08G002690.1	Acyan08G0026900.1
Ayan08G002700.1	Acyan08G0027000.1
Ayan08G002710.1	Acyan08G0027100.1
Ayan08G002720.1	Acyan08G0027200.1
Ayan08G002730.1	Acyan08G0027300.1
Ayan08G002740.1	Acyan08G0027400.1
Ayan08G002750.1	Acyan08G0027500.1
Ayan08G002760.1	Acyan08G0027600.1
Ayan08G002770.1	Acyan08G0027700.1
Ayan08G002780.1	Acyan08G0027800.1
Ayan08G002790.1	Acyan08G0027900.1
Ayan08G002800.1	Acyan08G0028000.1
Ayan08G002810.1	Acyan08G0028100.1
Ayan08G002820.1	Acyan08G0028200.1
Ayan08G002830.1	Acyan08G0028300.1
Ayan08G002840.1	Acyan08G0028400.1
Ayan08G002850.1	Acyan08G0028500.1
Ayan08G002860.1	Acyan08G0028600.1
Ayan08G002870.1	Acyan08G0028700.1
Ayan08G002880.1	Acyan08G0028800.1
Ayan08G002890.1	Acyan08G0028900.1
Ayan08G002900.1	Acyan08G0029000.1
Ayan08G002910.1	Acyan08G0029100.1
Ayan08G002920.1	Acyan08G0029200.1
Ayan08G002930.1	Acyan08G0029300.1
Ayan08G002940.1	Acyan08G0029400.1
Ayan08G002950.1	Acyan08G0029500.1
Ayan08G002960.1	Acyan08G0029600.1
Ayan08G002970.1	Acyan08G0029700.1
Ayan08G002980.1	Acyan08G0029800.1
Ayan08G002990.1	Acyan08G0029900.1
Ayan08G003000.1	Acyan08G0030000.1
Ayan08G003010.1	Acyan08G0030100.1
Ayan08G003020.1	Acyan08G0030200.1
Ayan08G003030.1	Acyan08G0030300.1
Ayan08G003040.1	Acyan08G0030400.1
Ayan08G003050.1	Acyan08G0030500.1
Ayan08G003060.1	Acyan08G0030600.1
Ayan08G003070.1	Acyan08G0030700.1
Ayan08G003080.1	Acyan08G0030800.1
Ayan08G003090.1	Acyan08G0030900.1
Ayan08G003100.1	Acyan08G0031000.1
Ayan08G003110.1	Acyan08G0031100.1
Ayan08G003120.1	Acyan08G0031200.1
Ayan08G003130.1	Acyan08G0031300.1
Ayan08G003140.1	Acyan08G0031400.1
Ayan08G003150.1	Acyan08G0031500.1
Ayan08G003160.1	Acyan08G0031600.1
Ayan08G003170.1	Acyan08G0031700.1
Ayan08G003180.1	Acyan08G0031800.1
Ayan08G003190.1	Acyan08G0031900.1
Ayan08G003200.1	Acyan08G0032000.1
Ayan08G003210.1	Acyan08G0032100.1
Ayan08G003220.1	Acyan08G0032200.1
Ayan08G003230.1	Acyan08G0032300.1
Ayan08G003240.1	Acyan08G0032400.1
Ayan08G003250.1	Acyan08G0032500.1
Ayan08G003260.1	Acyan08G0032600.1
Ayan08G003270.1	Acyan08G0032700.1
Ayan08G003280.1	Acyan08G0032800.1
Ayan08G003290.1	Acyan08G0032900.1
Ayan08G003300.1	Acyan08G0033000.1
Ayan08G003310.1	Acyan08G0033100.1
Ayan08G003320.1	Acyan08G0033200.1
Ayan08G003330.1	Acyan08G0033300.1
Ayan08G003340.1	Acyan08G0033400.1
Ayan08G003350.1	Acyan08G0033500.1
Ayan08G003360.1	Acyan08G0033600.1
Ayan08G003370.1	Acyan08G0033700.1
Ayan08G003380.1	Acyan08G0033800.1
Ayan08G003390.1	Acyan08G0033900.1
Ayan08G003400.1	Acyan08G0034000.1
Ayan08G003410.1	Acyan08G0034100.1
Ayan08G003420.1	Acyan08G0034200.1
Ayan08G003430.1	Acyan08G0034300.1
Ayan08G003440.1	Acyan08G0034400.1
Ayan08G003450.1	Acyan08G0034500.1
Ayan08G003460.1	Acyan08G0034600.1
Ayan08G003470.1	Acyan08G0034700.1
Ayan08G003480.1	Acyan08G0034800.1
Ayan08G003490.1	Acyan08G0034900.1
Ayan08G003500.1	Acyan08G0035000.1
Ayan08G003510.1	Acyan08G0035100.1
Ayan08G003520.1	Acyan08G0035200.1
Ayan08G003530.1	Acyan08G0035300.1
Ayan08G003540.1	Acyan08G0035400.1
Ayan08G003550.1	Acyan08G0035500.1
Ayan08G003560.1	Acyan08G0035600.1
Ayan08G003570.1	Acyan08G0035700.1
Ayan08G003580.1	Acyan08G0035800.1
Ayan08G003590.1	Acyan08G0035900.1
Ayan08G003600.1	Acyan08G0036000.1
Ayan08G003610.1	Acyan08G0036100.1
Ayan08G003620.1	Acyan08G0036200.1
Ayan08G003630.1	Acyan08G0036300.1
Ayan08G003640.1	Acyan08G0036400.1
Ayan08G003650.1	Acyan08G0036500.1
Ayan08G003660.1	Acyan08G0036600.1
Ayan08G003670.1	Acyan08G0036700.1
Ayan08G003680.1	Acyan08G0036800.1
Ayan08G003690.1	Acyan08G0036900.1
Ayan08G003700.1	Acyan08G0037000.1
Ayan08G003710.1	Acyan08G0037100.1
Ayan08G003720.1	Acyan08G0037200.1
Ayan08G003730.1	Acyan08G0037300.1
Ayan08G003740.1	Acyan08G0037400.1
Ayan08G003750.1	Acyan08G0037500.1
Ayan08G003760.1	Acyan08G0037600.1
Ayan08G003770.1	Acyan08G0037700.1
Ayan08G003780.1	Acyan08G0037800.1
Ayan08G003790.1	Acyan08G0037900.1
Ayan08G003800.1	Acyan08G0038000.1
Ayan08G003810.1	Acyan08G0038100.1
Ayan08G003820.1	Acyan08G0038200.1
Ayan08G003830.1	Acyan08G0038300.1
Ayan08G003840.1	Acyan08G0038400.1
Ayan08G003850.1	Acyan08G0038500.1
Ayan08G003860.1	Acyan08G0038600.1
Ayan08G003870.1	Acyan08G0038700.1
Ayan08G003880.1	Acyan08G0038800.1
Ayan08G003890.1	Acyan08G0038900.1
Ayan08G003900.1	Acyan08G0039000.1
Ayan08G003910.1	Acyan08G0039100.1
Ayan08G003920.1	Acyan08G0039200.1
Ayan08G003930.1	Acyan08G0039300.1
Ayan08G003940.1	Acyan08G0039400.1
Ayan08G003950.1	Acyan08G0039500.1
Ayan08G003960.1	Acyan08G0039600.1
Ayan08G003970.1	Acyan08G0039700.1
Ayan08G003980.1	Acyan08G0039800.1
Ayan08G003990.1	Acyan08G0039900.1
Ayan08G004000.1	Acyan08G0040000.1
Ayan08G004010.1	Acyan08G0040100.1
Ayan08G004020.1	Acyan08G0040200.1
Ayan08G004030.1	Acyan08G0040300.1
Ayan08G004040.1	Acyan08G0040400.1
Ayan08G004050.1	Acyan08G0040500.1
Ayan08G004060.1	Acyan08G0040600.1
Ayan08G004070.1	Acyan08G0040700.1
Ayan08G004080.1	Acyan08G0040800.1
Ayan08G004090.1	Acyan08G0040900.1
Ayan08G004100.1	Acyan08G0041000.1
Ayan08G004110.1	Acyan08G0041100.1
Ayan08G004120.1	Acyan08G0041200.1
Ayan08G004130.1	Acyan08G0041300.1
Ayan08G004140.1	Acyan08G0041400.1
Ayan08G004150.1	Acyan08G0041500.1
Ayan08G004160.1	Acyan08G0041600.1
Ayan08G004170.1	Acyan08G0041700.1
Ayan08G004180.1	Acyan08G0041800.1
Ayan08G004190.1	Acyan08G0041900.1
Ayan08G004200.1	Acyan08G0042000.1
Ayan08G004210.1	Acyan08G0042100.1
Ayan08G004220.1	Acyan08G0042200.1
Ayan08G004230.1	Acyan08G0042300.1
Ayan08G004240.1	Acyan08G0042400.1
Ayan08G004250.1	Acyan08G0042500.1
Ayan08G004260.1	Acyan08G0042600.1
Ayan08G004270.1	Acyan08G0042700.1
Ayan08G004280.1	Acyan08G0042800.1
Ayan08G004290.1	Acyan08G0042900.1
Ayan08G004300.1	Acyan08G0043000.1
Ayan08G004310.1	Acyan08G0043100.1
Ayan08G004320.1	Acyan08G0043200.1
Ayan08G004330.1	Acyan08G0043300.1
Ayan08G004340.1	Acyan08G0043400.1
Ayan08G004350.1	Acyan08G0043500.1
Ayan08G004360.1	Acyan08G0043600.1
Ayan08G004370.1	Acyan08G0043700.1
Ayan08G004380.1	Acyan08G0043800.1
Ayan08G004390.1	Acyan08G0043900.1
Ayan08G004400.1	Acyan08G0044000.1
Ayan08G004410.1	Acyan08G0044100.1
Ayan08G004420.1	Acyan08G0044200.1
Ayan08G004430.1	Acyan08G0044300.1
Ayan08G004440.1	Acyan08G0044400.1
Ayan08G004450.1	Acyan08G0044500.1
Ayan08G004460.1	Acyan08G0044600.1
Ayan08G004470.1	Acyan08G0044700.1
Ayan08G004480.1	Acyan08G0044800.1
Ayan08G004490.1	Acyan08G0044900.1
Ayan08G004500.1	Acyan08G0045000.1
Ayan08G004510.1	Acyan08G0045100.1
Ayan08G004520.1	Acyan08G0045200.1
Ayan08G004530.1	Acyan08G0045300.1
Ayan08G004540.1	Acyan08G0045400.1
Ayan08G004550.1	Acyan08G0045500.1
Ayan08G004560.1	Acyan08G0045600.1
Ayan08G004570.1	Acyan08G0045700.1
Ayan08G004580.1	Acyan08G0045800.1
Ayan08G004590.1	Acyan08G0045900.1
Ayan08G004600.1	Acyan08G0046000.1
Ayan08G004610.1	Acyan08G0046100.1
Ayan08G004620.1	Acyan08G0046200.1
Ayan08G004630.1	Acyan08G0046300.1
Ayan08G004640.1	Acyan08G0046400.1
Ayan08G004650.1	Acyan08G0046500.1
Ayan08G004660.1	Acyan08G0046600.1
Ayan08G004670.1	Acyan08G0046700.1
Ayan08G004680.1	Acyan08G0046800.1
Ayan08G004690.1	Acyan08G0046900.1
Ayan08G004700.1	Acyan08G0047000.1
Ayan08G004710.1	Acyan08G0047100.1
Ayan08G004720.1	Acyan08G0047200.1
Ayan08G004730.1	Acyan08G0047300.1
Ayan08G004740.1	Acyan08G0047400.1
Ayan08G004750.1	Acyan08G0047500.1
Ayan08G004760.1	Acyan08G0047600.1
Ayan08G004770.1	Acyan08G0047700.1
Ayan08G004780.1	Acyan08G0047800.1
Ayan08G004790.1	Acyan08G0047900.1
Ayan08G004800.1	Acyan08G0048000.1
Ayan08G004810.1	Acyan08G0048100.1
Ayan08G004820.1	Acyan08G0048200.1
Ayan08G004830.1	Acyan08G0048300.1
Ayan08G004840.1	Acyan08G0048400.1
Ayan08G004850.1	Acyan08G0048500.1
Ayan08G004860.1	Acyan08G0048600.1
Ayan08G004870.1	Acyan08G0048700.1
Ayan08G004880.1	Acyan08G0048800.1
Ayan08G004890.1	Acyan08G0048900.1
Ayan08G004900.1	Acyan08G0049000.1
Ayan08G004910.1	Acyan08G0049100.1
Ayan08G004920.1	Acyan08G0049200.1
Ayan08G004930.1	Acyan08G0049300.1
Ayan08G004940.1	Acyan08G0049400.1
Ayan08G004950.1	Acyan08G0049500.1
Ayan08G004960.1	Acyan08G0049600.1
Ayan08G004970.1	Acyan08G0049700.1
Ayan08G004980.1	Acyan08G0049800.1
Ayan08G004990.1	Acyan08G0049900.1
Ayan08G005000.1	Acyan08G0050000.1
Ayan08G005010.1	Acyan08G0050100.1
Ayan08G005020.1	Acyan08G0050200.1
Ayan08G005030.1	Acyan08G0050300.1
Ayan08G005040.1	Acyan08G0050400.1
Ayan08G005050.1	Acyan08G0050500.1
Ayan08G005060.1	Acyan08G0050600.1
Ayan08G005070.1	Acyan08G0050700.1
Ayan08G005080.1	Acyan08G0050800.1
Ayan08G005090.1	Acyan08G0050900.1
Ayan08G005100.1	Acyan08G0051000.1
Ayan08G005110.1	Acyan08G0051100.1
Ayan08G005120.1	Acyan08G0051200.1
Ayan08G005130.1	Acyan08G0051300.1
Ayan08G005140.1	Acyan08G0051400.1
Ayan08G005150.1	Acyan08G0051500.1
Ayan08G005160.1	Acyan08G0051600.1
Ayan08G005170.1	Acyan08G0051700.1
Ayan08G005180.1	Acyan08G0051800.1
Ayan08G005190.1	Acyan08G0051900.1
Ayan08G005200.1	Acyan08G0052000.1
Ayan08G005210.1	Acyan08G0052100.1
Ayan08G005220.1	Acyan08G0052200.1
Ayan08G005230.1	Acyan08G0052300.1
Ayan08G005240.1	Acyan08G0052400.1
Ayan08G005250.1	Acyan08G0052500.1
Ayan08G005260.1	Acyan08G0052600.1
Ayan08G005270.1	Acyan08G0052700.1
Ayan08G005280.1	Acyan08G0052800.1
Ayan08G005290.1	Acyan08G0052900.1
Ayan08G005300.1	Acyan08G0053000.1
Ayan08G005310.1	Acyan08G0053100.1
Ayan08G005320.1	Acyan08G0053200.1
Ayan08G005330.1	Acyan08G0053300.1
Ayan08G005340.1	Acyan08G0053400.1
Ayan08G005350.1	Acyan08G0053500.1
Ayan08G005360.1	Acyan08G0053600.1
Ayan08G005370.1	Acyan08G0053700.1
Ayan08G005380.1	Acyan08G0053800.1
Ayan08G005390.1	Acyan08G0053900.1
Ayan08G005400.1	Acyan08G0054000.1
Ayan08G005410.1	Acyan08G0054100.1
Ayan08G005420.1	Acyan08G0054200.1
Ayan08G005430.1	Acyan08G0054300.1
Ayan08G005440.1	Acyan08G0054400.1
Ayan08G005450.1	Acyan08G0054500.1
Ayan08G005460.1	Acyan08G0054600.1
Ayan08G005470.1	Acyan08G0054700.1
Ayan08G005480.1	Acyan08G0054800.1
Ayan08G005490.1	Acyan08G0054900.1
Ayan08G005500.1	Acyan08G0055000.1
Ayan08G005510.1	Acyan08G0055100.1
Ayan08G005520.1	Acyan08G0055200.1
Ayan08G005530.1	Acyan08G0055300.1
Ayan08G005540.1	Acyan08G0055400.1
Ayan08G005550.1	Acyan08G0055500.1
Ayan08G005560.1	Acyan08G0055600.1
Ayan08G005570.1	Acyan08G0055700.1
Ayan08G005580.1	Acyan08G0055800.1
Ayan08G005590.1	Acyan08G0055900.1
Ayan08G005600.1	Acyan08G0056000.1
Ayan08G005610.1	Acyan08G0056100.1
Ayan08G005620.1	Acyan08G0056200.1
Ayan08G005630.1	Acyan08G0056300.1
Ayan08G005640.1	Acyan08G0056400.1
Ayan08G005650.1	Acyan08G0056500.1
Ayan08G005660.1	Acyan08G0056600.1
Ayan08G005670.1	Acyan08G0056700.1
Ayan08G005680.1	Acyan08G0056800.1
Ayan08G005690.1	Acyan08G0056900.1
Ayan08G005700.1	Acyan08G0057000.1
Ayan08G005710.1	Acyan08G0057100.1
Ayan08G005720.1	Acyan08G0057200.1
Ayan08G005730.1	Acyan08G0057300.1
Ayan08G005740.1	Acyan08G0057400.1
Ayan08G005750.1	Acyan08G0057500.1
Ayan08G005760.1	Acyan08G0057600.1
Ayan08G005770.1	Acyan08G0057700.1
Ayan08G005780.1	Acyan08G0057800.1
Ayan08G005790.1	Acyan08G0057900.1
Ayan08G005800.1	Acyan08G0058000.1
Ayan08G005810.1	Acyan08G0058100.1
Ayan08G005820.1	Acyan08G0058200.1
Ayan08G005830.1	Acyan08G0058300.1
Ayan08G005840.1	Acyan08G0058400.1
Ayan08G005850.1	Acyan08G0058500.1
Ayan08G005860.1	Acyan08G0058600.1
Ayan08G005870.1	Acyan08G0058700.1
Ayan08G005880.1	Acyan08G0058800.1
Ayan08G005890.1	Acyan08G0058900.1
Ayan08G005900.1	Acyan08G0059000.1
Ayan08G005910.1	Acyan08G0059100.1
Ayan08G005920.1	Acyan08G0059200.1
Ayan08G005930.1	Acyan08G0059300.1
Ayan08G005940.1	Acyan08G0059400.1
Ayan08G005950.1	Acyan08G0059500.1
Ayan08G005960.1	Acyan08G0059600.1
Ayan08G005970.1	Acyan08G0059700.1
Ayan08G005980.1	Acyan08G0059800.1
Ayan08G005990.1	Acyan08G0059900.1
Ayan08G006000.1	Acyan08G0060000.1
Ayan08G006010.1	Acyan08G0060100.1
Ayan08G006020.1	Acyan08G0060200.1
Ayan08G006030.1	Acyan08G0060300.1
Ayan08G006040.1	Acyan08G0060400.1
Ayan08G006050.1	Acyan08G0060500.1
Ayan08G006060.1	Acyan08G0060600.1
Ayan08G006070.1	Acyan08G0060700.1
Ayan08G006080.1	Acyan08G0060800.1
Ayan08G006090.1	Acyan08G0060900.1
Ayan08G006100.1	Acyan08G0061000.1
Ayan08G006110.1	Acyan08G0061100.1
Ayan08G006120.1	Acyan08G0061200.1
Ayan08G006130.1	Acyan08G0061300.1
Ayan08G006140.1	Acyan08G0061400.1
Ayan08G006150.1	Acyan08G0061500.1
Ayan08G006160.1	Acyan08G0061600.1
Ayan08G006170.1	Acyan08G0061700.1
Ayan08G006180.1	Acyan08G0061800.1
Ayan08G006190.1	Acyan08G0061900.1
Ayan08G006200.1	Acyan08G0062000.1
Ayan08G006210.1	Acyan08G0062100.1
Ayan08G006220.1	Acyan08G0062200.1
Ayan08G006230.1	Acyan08G0062300.1
Ayan08G006240.1	Acyan08G0062400.1
Ayan08G006250.1	Acyan08G0062500.1
Ayan08G006260.1	Acyan08G0062600.1
Ayan08G006270.1	Acyan08G0062700.1
Ayan08G006280.1	Acyan08G0062800.1
Ayan08G006290.1	Acyan08G0062900.1
Ayan08G006300.1	Acyan08G0063000.1
Ayan08G006310.1	Acyan08G0063100.1
Ayan08G006320.1	Acyan08G0063200.1
Ayan08G006330.1	Acyan08G0063300.1
Ayan08G006340.1	Acyan08G0063400.1
Ayan08G006350.1	Acyan08G0063500.1
Ayan08G006360.1	Acyan08G0063600.1
Ayan08G006370.1	Acyan08G0063700.1
Ayan08G006380.1	Acyan08G0063800.1
Ayan08G006390.1	Acyan08G0063900.1
Ayan08G006400.1	Acyan08G0064000.1
Ayan08G006410.1	Acyan08G0064100.1
Ayan08G006420.1	Acyan08G0064200.1
Ayan08G006430.1	Acyan08G0064300.1
Ayan08G006440.1	Acyan08G0064400.1
Ayan08G006450.1	Acyan08G0064500.1
Ayan08G006460.1	Acyan08G0064600.1
Ayan08G006470.1	Acyan08G0064700.1
Ayan08G006480.1	Acyan08G0064800.1
Ayan08G006490.1	Acyan08G0064900.1
Ayan08G006500.1	Acyan08G0065000.1
Ayan08G006510.1	Acyan08G0065100.1
Ayan08G006520.1	Acyan08G0065200.1
Ayan08G006530.1	Acyan08G0065300.1
Ayan08G006540.1	Acyan08G0065400.1
Ayan08G006550.1	Acyan08G0065500.1
Ayan08G006560.1	Acyan08G0065600.1
Ayan08G006570.1	Acyan08G0065700.1
Ayan08G006580.1	Acyan08G0065800.1
Ayan08G006590.1	Acyan08G0065900.1
Ayan08G006600.1	Acyan08G0066000.1
Ayan08G006610.1	Acyan08G0066100.1
Ayan08G006620.1	Acyan08G0066200.1
Ayan08G006630.1	Acyan08G0066300.1
Ayan08G006640.1	Acyan08G0066400.1
Ayan08G006650.1	Acyan08G0066500.1
Ayan08G006660.1	Acyan08G0066600.1
Ayan08G006670.1	Acyan08G0066700.1
Ayan08G006680.1	Acyan08G0066800.1
Ayan08G006690.1	Acyan08G0066900.1
Ayan08G006700.1	Acyan08G0067000.1
Ayan08G006710.1	Acyan08G0067100.1
Ayan08G006720.1	Acyan08G0067200.1
Ayan08G006730.1	Acyan08G0067300.1
Ayan08G006740.1	Acyan08G0067400.1
Ayan08G006750.1	Acyan08G0067500.1
Ayan08G006760.1	Acyan08G0067600.1
Ayan08G006770.1	Acyan08G0067700.1
Ayan08G006780.1	Acyan08G0067800.1
Ayan08G006790.1	Acyan08G0067900.1
Ayan08G006800.1	Acyan08G0068000.1
Ayan08G006810.1	Acyan08G0068100.1
Ayan08G006820.1	Acyan08G0068200.1
Ayan08G006830.1	Acyan08G0068300.1
Ayan08G006840.1	Acyan08G0068400.1
Ayan08G006850.1	Acyan08G0068500.1
Ayan08G006860.1	Acyan08G0068600.1
Ayan08G006870.1	Acyan08G0068700.1
Ayan08G006880.1	Acyan08G0068800.1
Ayan08G006890.1	Acyan08G0068900.1
Ayan08G006900.1	Acyan08G0069000.1
Ayan08G006910.1	Acyan08G0069100.1
Ayan08G006920.1	Acyan08G0069200.1
Ayan08G006930.1	Acyan08G0069300.1
Ayan08G006940.1	Acyan08G0069400.1
Ayan08G006950.1	Acyan08G0069500.1
Ayan08G006960.1	Acyan08G0069600.1
Ayan08G006970.1	Acyan08G0069700.1
Ayan08G006980.1	Acyan08G0069800.1
Ayan08G006990.1	Acyan08G0069900.1
Ayan08G007000.1	Acyan08G0070000.1
Ayan08G007010.1	Acyan08G0070100.1
Ayan08G007020.1	Acyan08G0070200.1
Ayan08G007030.1	Acyan08G0070300.1
Ayan08G007040.1	Acyan08G0070400.1
Ayan08G007050.1	Acyan08G0070500.1
Ayan08G007060.1	Acyan08G0070600.1
Ayan08G007070.1	Acyan08G0070700.1
Ayan08G007080.1	Acyan08G0070800.1
Ayan08G007090.1	Acyan08G0070900.1
Ayan08G007100.1	Acyan08G0071000.1
Ayan08G007110.1	Acyan08G0071100.1
Ayan08G007120.1	Acyan08G0071200.1
Ayan08G007130.1	Acyan08G0071300.1
Ayan08G007140.1	Acyan08G0071400.1
Ayan08G007150.1	Acyan08G0071500.1
Ayan08G007160.1	Acyan08G0071600.1
Ayan08G007170.1	Acyan08G0071700.1
Ayan08G007180.1	Acyan08G0071800.1
Ayan08G007190.1	Acyan08G0071900.1
Ayan08G007200.1	Acyan08G0072000.1
Ayan08G007210.1	Acyan08G0072100.1
Ayan08G007220.1	Acyan08G0072200.1
Ayan08G007230.1	Acyan08G0072300.1
Ayan08G007240.1	Acyan08G0072400.1
Ayan08G007250.1	Acyan08G0072500.1
Ayan08G007260.1	Acyan08G0072600.1
Ayan08G007270.1	Acyan08G0072700.1
Ayan08G007280.1	Acyan08G0072800.1
Ayan08G007290.1	Acyan08G0072900.1
Ayan08G007300.1	Acyan08G0073000.1
Ayan08G007310.1	Acyan08G0073100.1
Ayan08G007320.1	Acyan08G0073200.1
Ayan08G007330.1	Acyan08G0073300.1
Ayan08G007340.1	Acyan08G0073400.1
Ayan08G007350.1	Acyan08G0073500.1
Ayan08G007360.1	Acyan08G0073600.1
Ayan08G007370.1	Acyan08G0073700.1
Ayan08G007380.1	Acyan08G0073800.1
Ayan08G007390.1	Acyan08G0073900.1
Ayan08G007400.1	Acyan08G0074000.1
Ayan08G007410.1	Acyan08G0074100.1
Ayan08G007420.1	Acyan08G0074200.1
Ayan08G007430.1	Acyan08G0074300.1
Ayan08G007440.1	Acyan08G0074400.1
Ayan08G007450.1	Acyan08G0074500.1
Ayan08G007460.1	Acyan08G0074600.1
Ayan08G007470.1	Acyan08G0074700.1
Ayan08G007480.1	Acyan08G0074800.1
Ayan08G007490.1	Acyan08G0074900.1
Ayan08G007500.1	Acyan08G0075000.1
Ayan08G007510.1	Acyan08G0075100.1
Ayan08G007520.1	Acyan08G0075200.1
Ayan08G007530.1	Acyan08G0075300.1
Ayan08G007540.1	Acyan08G0075400.1
Ayan08G007550.1	Acyan08G0075500.1
Ayan08G007560.1	Acyan08G0075600.1
Ayan08G007570.1	Acyan08G0075700.1
Ayan08G007580.1	Acyan08G0075800.1
Ayan08G007590.1	Acyan08G0075900.1
Ayan08G007600.1	Acyan08G0076000.1
Ayan08G007610.1	Acyan08G0076100.1
Ayan08G007620.1	Acyan08G0076200.1
Ayan08G007630.1	Acyan08G0076300.1
Ayan08G007640.1	Acyan08G0076400.1
Ayan08G007650.1	Acyan08G0076500.1
Ayan08G007660.1	Acyan08G0076600.1
Ayan08G007670.1	Acyan08G0076700.1
Ayan08G007680.1	Acyan08G0076800.1
Ayan08G007690.1	Acyan08G0076900.1
Ayan08G007700.1	Acyan08G0077000.1
Ayan08G007710.1	Acyan08G0077100.1
Ayan08G007720.1	Acyan08G0077200.1
Ayan08G007730.1	Acyan08G0077300.1
Ayan08G007740.1	Acyan08G0077400.1
Ayan08G007750.1	Acyan08G0077500.1
Ayan08G007760.1	Acyan08G0077600.1
Ayan08G007770.1	Acyan08G0077700.1
Ayan08G007780.1	Acyan08G0077800.1
Ayan08G007790.1	Acyan08G0077900.1
Ayan08G007800.1	Acyan08G0078000.1
Ayan08G007810.1	Acyan08G0078100.1
Ayan08G007820.1	Acyan08G0078200.1
Ayan08G007830.1	Acyan08G0078300.1
