Apse01G000010.1	GWHTBECT000001
Apse02G009480.2	GWHTBECT012838
Apse02G009490.1	GWHTBECT012839
Apse02G009500.1	GWHTBECT012840
Apse02G009510.1	GWHTBECT012841
Apse02G009520.1	GWHTBECT012842
Apse02G009530.1	GWHTBECT012843
Apse02G009540.1	GWHTBECT012844
Apse02G009550.1	GWHTBECT012845
Apse02G009560.1	GWHTBECT012846
Apse02G009570.1	GWHTBECT012847
Apse02G009580.1	GWHTBECT012848
Apse02G009590.1	GWHTBECT012849
Apse02G009600.1	GWHTBECT012850
Apse02G009610.1	GWHTBECT012851
Apse02G009620.1	GWHTBECT012852
Apse02G009630.1	GWHTBECT012853
Apse02G009640.1	GWHTBECT012854
Apse02G009650.1	GWHTBECT012855
Apse02G009660.1	GWHTBECT012856
Apse02G009670.1	GWHTBECT012857
Apse02G009680.1	GWHTBECT012858
Apse02G009690.1	GWHTBECT012859
Apse02G009700.1	GWHTBECT012860
Apse02G009710.1	GWHTBECT012861
Apse02G009720.1	GWHTBECT012862
Apse02G009730.1	GWHTBECT012863
Apse02G009730.2	GWHTBECT012864
Apse02G009740.1	GWHTBECT012865
Apse02G009750.1	GWHTBECT012866
Apse02G009760.1	GWHTBECT012867
Apse02G009770.1	GWHTBECT012868
Apse02G009780.1	GWHTBECT012869
Apse02G009790.1	GWHTBECT012870
Apse02G009800.1	GWHTBECT012871
Apse02G009810.1	GWHTBECT012872
Apse02G009820.1	GWHTBECT012873
Apse02G009830.1	GWHTBECT012874
Apse02G009840.1	GWHTBECT012875
Apse02G009850.1	GWHTBECT012876
Apse02G009860.1	GWHTBECT012877
Apse02G009870.1	GWHTBECT012878
Apse02G009880.1	GWHTBECT012879
Apse02G009890.1	GWHTBECT012880
Apse02G009900.1	GWHTBECT012881
Apse02G009910.1	GWHTBECT012882
Apse02G009920.1	GWHTBECT012883
Apse02G009930.1	GWHTBECT012884
Apse02G009940.1	GWHTBECT012885
Apse02G009950.1	GWHTBECT012886
Apse02G009960.1	GWHTBECT012887
Apse02G009970.1	GWHTBECT012888
Apse02G009980.1	GWHTBECT012889
Apse02G009980.2	GWHTBECT012890
Apse02G009980.3	GWHTBECT012891
Apse02G009980.4	GWHTBECT012892
Apse02G009980.5	GWHTBECT012893
Apse02G009990.1	GWHTBECT012894
Apse02G010000.1	GWHTBECT012895
Apse02G010010.1	GWHTBECT012896
Apse02G010020.1	GWHTBECT012897
Apse02G010030.1	GWHTBECT012898
Apse02G010040.1	GWHTBECT012899
Apse02G010050.1	GWHTBECT012900
Apse02G010060.1	GWHTBECT012901
Apse02G010070.1	GWHTBECT012902
Apse02G010080.1	GWHTBECT012903
Apse02G010090.1	GWHTBECT012904
Apse02G010100.1	GWHTBECT012905
Apse02G010110.1	GWHTBECT012906
Apse02G010120.1	GWHTBECT012907
Apse02G010130.1	GWHTBECT012908
Apse02G010140.1	GWHTBECT012909
Apse02G010150.1	GWHTBECT012910
Apse02G010160.1	GWHTBECT012911
Apse02G010170.1	GWHTBECT012912
Apse02G010180.1	GWHTBECT012913
Apse02G010190.1	GWHTBECT012914
Apse02G010200.1	GWHTBECT012915
Apse02G010210.1	GWHTBECT012916
Apse02G010220.1	GWHTBECT012917
Apse02G010230.1	GWHTBECT012918
Apse02G010240.1	GWHTBECT012919
Apse02G010250.1	GWHTBECT012920
Apse02G010260.1	GWHTBECT012921
Apse02G010270.1	GWHTBECT012922
Apse02G010270.2	GWHTBECT012923
Apse02G010270.3	GWHTBECT012924
Apse02G010280.1	GWHTBECT012925
Apse02G010290.1	GWHTBECT012926
Apse02G010300.1	GWHTBECT012927
Apse02G010310.1	GWHTBECT012928
Apse02G010320.1	GWHTBECT012929
Apse02G010330.1	GWHTBECT012930
Apse02G010340.1	GWHTBECT012931
Apse02G010350.1	GWHTBECT012932
Apse02G010360.1	GWHTBECT012933
Apse02G010370.1	GWHTBECT012934
Apse02G010380.1	GWHTBECT012935
Apse02G010390.1	GWHTBECT012936
Apse02G010400.1	GWHTBECT012937
Apse02G010410.1	GWHTBECT012938
Apse02G010420.1	GWHTBECT012939
Apse02G010430.1	GWHTBECT012940
Apse02G010440.1	GWHTBECT012941
Apse02G010450.1	GWHTBECT012942
Apse02G010460.1	GWHTBECT012943
Apse02G010470.1	GWHTBECT012944
Apse02G010480.1	GWHTBECT012945
Apse02G010490.1	GWHTBECT012946
Apse02G010500.1	GWHTBECT012947
Apse02G010510.1	GWHTBECT012948
Apse02G010520.1	GWHTBECT012949
Apse02G010530.1	GWHTBECT012950
Apse02G010540.1	GWHTBECT012951
Apse02G010550.1	GWHTBECT012952
Apse02G010560.1	GWHTBECT012953
Apse02G010570.1	GWHTBECT012954
Apse02G010580.1	GWHTBECT012955
Apse02G010590.1	GWHTBECT012956
Apse02G010600.1	GWHTBECT012957
Apse02G010610.1	GWHTBECT012958
Apse02G010620.1	GWHTBECT012959
Apse02G010630.1	GWHTBECT012960
Apse02G010640.1	GWHTBECT012961
Apse02G010650.1	GWHTBECT012962
Apse02G010660.1	GWHTBECT012963
Apse02G010670.1	GWHTBECT012964
Apse02G010670.2	GWHTBECT012965
Apse02G010680.1	GWHTBECT012966
Apse02G010690.1	GWHTBECT012967
Apse02G010700.1	GWHTBECT012968
Apse02G010710.1	GWHTBECT012969
Apse02G010720.1	GWHTBECT012970
Apse02G010730.1	GWHTBECT012971
Apse02G010740.1	GWHTBECT012972
Apse02G010740.2	GWHTBECT012973
Apse02G010750.1	GWHTBECT012974
Apse02G010760.1	GWHTBECT012975
Apse02G010770.1	GWHTBECT012976
Apse02G010780.1	GWHTBECT012977
Apse02G010790.1	GWHTBECT012978
Apse02G010800.1	GWHTBECT012979
Apse02G010810.1	GWHTBECT012980
Apse02G010820.1	GWHTBECT012981
Apse02G010830.1	GWHTBECT012982
Apse02G010830.2	GWHTBECT012983
Apse02G010840.1	GWHTBECT012984
Apse02G010850.1	GWHTBECT012985
Apse02G010860.1	GWHTBECT012986
Apse02G010870.1	GWHTBECT012987
Apse02G010880.1	GWHTBECT012988
Apse02G010890.1	GWHTBECT012989
Apse02G010900.1	GWHTBECT012990
Apse02G010910.1	GWHTBECT012991
Apse02G010920.1	GWHTBECT012992
Apse02G010930.1	GWHTBECT012993
Apse02G010940.1	GWHTBECT012994
Apse02G010950.1	GWHTBECT012995
Apse02G010960.1	GWHTBECT012996
Apse02G010970.1	GWHTBECT012997
Apse02G010980.1	GWHTBECT012998
Apse02G010990.1	GWHTBECT012999
Apse02G011000.1	GWHTBECT013000
Apse02G011010.1	GWHTBECT013001
Apse02G011010.2	GWHTBECT013002
Apse02G011010.3	GWHTBECT013003
Apse02G011020.1	GWHTBECT013004
Apse02G011030.1	GWHTBECT013005
Apse02G011040.1	GWHTBECT013006
Apse02G011050.1	GWHTBECT013007
Apse02G011060.1	GWHTBECT013008
Apse02G011070.1	GWHTBECT013009
Apse02G011080.1	GWHTBECT013010
Apse02G011090.1	GWHTBECT013011
Apse02G011100.1	GWHTBECT013012
Apse02G011110.1	GWHTBECT013013
Apse02G011120.1	GWHTBECT013014
Apse02G011130.1	GWHTBECT013015
Apse02G011140.1	GWHTBECT013016
Apse02G011150.1	GWHTBECT013017
Apse02G011160.1	GWHTBECT013018
Apse02G011170.1	GWHTBECT013019
Apse02G011180.1	GWHTBECT013020
Apse02G011190.1	GWHTBECT013021
Apse02G011200.1	GWHTBECT013022
Apse02G011210.1	GWHTBECT013023
Apse02G011220.1	GWHTBECT013024
Apse02G011230.1	GWHTBECT013025
Apse02G011240.1	GWHTBECT013026
Apse02G011250.1	GWHTBECT013027
Apse02G011260.1	GWHTBECT013028
Apse02G011270.1	GWHTBECT013029
Apse02G011280.1	GWHTBECT013030
Apse02G011290.1	GWHTBECT013031
Apse02G011300.1	GWHTBECT013032
Apse02G011300.2	GWHTBECT013033
Apse02G011310.1	GWHTBECT013034
Apse02G011320.1	GWHTBECT013035
Apse02G011330.1	GWHTBECT013036
Apse02G011340.1	GWHTBECT013037
Apse02G011350.1	GWHTBECT013038
Apse02G011360.1	GWHTBECT013039
Apse02G011370.1	GWHTBECT013040
Apse02G011380.1	GWHTBECT013041
Apse02G011380.2	GWHTBECT013042
Apse02G011380.3	GWHTBECT013043
Apse02G011390.1	GWHTBECT013044
Apse02G011400.1	GWHTBECT013045
Apse02G011410.1	GWHTBECT013046
Apse02G011410.2	GWHTBECT013047
Apse02G011410.3	GWHTBECT013048
Apse02G011420.1	GWHTBECT013049
Apse02G011430.1	GWHTBECT013050
Apse02G011440.1	GWHTBECT013051
Apse02G011450.1	GWHTBECT013052
Apse02G011460.1	GWHTBECT013053
Apse02G011470.1	GWHTBECT013054
Apse02G011480.1	GWHTBECT013055
Apse02G011480.2	GWHTBECT013056
Apse02G011490.1	GWHTBECT013057
Apse02G011500.1	GWHTBECT013058
Apse02G011500.2	GWHTBECT013059
Apse02G011510.1	GWHTBECT013060
Apse02G011520.1	GWHTBECT013061
Apse02G011520.2	GWHTBECT013062
Apse02G011530.1	GWHTBECT013063
Apse02G011540.1	GWHTBECT013064
Apse02G011550.1	GWHTBECT013065
Apse02G011560.1	GWHTBECT013066
Apse02G011570.1	GWHTBECT013067
Apse02G011580.1	GWHTBECT013068
Apse02G011590.1	GWHTBECT013069
Apse02G011600.1	GWHTBECT013070
Apse02G011610.1	GWHTBECT013071
Apse02G011620.1	GWHTBECT013072
Apse02G011630.1	GWHTBECT013073
Apse02G011640.1	GWHTBECT013074
Apse02G011650.1	GWHTBECT013075
Apse02G011660.1	GWHTBECT013076
Apse02G011670.1	GWHTBECT013077
Apse02G011680.1	GWHTBECT013078
Apse02G011690.1	GWHTBECT013079
Apse02G011700.1	GWHTBECT013080
Apse02G011710.1	GWHTBECT013081
Apse02G011720.1	GWHTBECT013082
Apse02G011730.1	GWHTBECT013083
Apse02G011740.1	GWHTBECT013084
Apse02G011750.1	GWHTBECT013085
Apse02G011760.1	GWHTBECT013086
Apse02G011770.1	GWHTBECT013087
Apse02G011780.1	GWHTBECT013088
Apse02G011790.1	GWHTBECT013089
Apse02G011790.2	GWHTBECT013090
Apse02G011800.1	GWHTBECT013091
Apse02G011810.1	GWHTBECT013092
Apse02G011820.1	GWHTBECT013093
Apse02G011830.1	GWHTBECT013094
Apse02G011840.1	GWHTBECT013095
Apse02G011850.1	GWHTBECT013096
Apse02G011860.1	GWHTBECT013097
Apse02G011870.1	GWHTBECT013098
Apse02G011880.1	GWHTBECT013099
Apse02G011890.1	GWHTBECT013100
Apse02G011900.1	GWHTBECT013101
Apse02G011910.1	GWHTBECT013102
Apse02G011920.1	GWHTBECT013103
Apse02G011930.1	GWHTBECT013104
Apse02G011940.1	GWHTBECT013105
Apse02G011950.1	GWHTBECT013106
Apse02G011960.1	GWHTBECT013107
Apse02G011960.2	GWHTBECT013108
Apse02G011960.3	GWHTBECT013109
Apse02G011970.1	GWHTBECT013110
Apse02G011980.1	GWHTBECT013111
Apse02G011990.1	GWHTBECT013112
Apse02G012000.1	GWHTBECT013113
Apse02G012010.1	GWHTBECT013114
Apse02G012020.1	GWHTBECT013115
Apse02G012030.1	GWHTBECT013116
Apse02G012040.1	GWHTBECT013117
Apse02G012050.1	GWHTBECT013118
Apse02G012060.1	GWHTBECT013119
Apse02G012070.1	GWHTBECT013120
Apse02G012080.1	GWHTBECT013121
Apse02G012090.1	GWHTBECT013122
Apse02G012100.1	GWHTBECT013123
Apse02G012110.1	GWHTBECT013124
Apse02G012120.1	GWHTBECT013125
Apse02G012120.2	GWHTBECT013126
Apse02G012130.1	GWHTBECT013127
Apse02G012140.1	GWHTBECT013128
Apse02G012150.1	GWHTBECT013129
Apse02G012160.1	GWHTBECT013130
Apse02G012160.2	GWHTBECT013131
Apse02G012170.1	GWHTBECT013132
Apse02G012180.1	GWHTBECT013133
Apse02G012190.1	GWHTBECT013134
Apse02G012200.1	GWHTBECT013135
Apse02G012210.1	GWHTBECT013136
Apse02G012220.1	GWHTBECT013137
Apse02G012230.1	GWHTBECT013138
Apse02G012240.1	GWHTBECT013139
Apse02G012250.1	GWHTBECT013140
Apse02G012260.1	GWHTBECT013141
Apse02G012270.1	GWHTBECT013142
Apse02G012270.2	GWHTBECT013143
Apse02G012280.1	GWHTBECT013144
Apse02G012290.1	GWHTBECT013145
Apse02G012300.1	GWHTBECT013146
Apse02G012310.1	GWHTBECT013147
Apse02G012320.1	GWHTBECT013148
Apse02G012330.1	GWHTBECT013149
Apse02G012340.1	GWHTBECT013150
Apse02G012350.1	GWHTBECT013151
Apse02G012360.1	GWHTBECT013152
Apse02G012370.1	GWHTBECT013153
Apse02G012380.1	GWHTBECT013154
Apse02G012390.1	GWHTBECT013155
Apse02G012400.1	GWHTBECT013156
Apse02G012410.1	GWHTBECT013157
Apse02G012420.1	GWHTBECT013158
Apse02G012430.1	GWHTBECT013159
Apse02G012440.1	GWHTBECT013160
Apse02G012450.1	GWHTBECT013161
Apse02G012460.1	GWHTBECT013162
Apse02G012470.1	GWHTBECT013163
Apse02G012480.1	GWHTBECT013164
Apse02G012490.1	GWHTBECT013165
Apse02G012500.1	GWHTBECT013166
Apse02G012510.1	GWHTBECT013167
Apse02G012520.1	GWHTBECT013168
Apse02G012530.1	GWHTBECT013169
Apse02G012540.1	GWHTBECT013170
Apse02G012550.1	GWHTBECT013171
Apse02G012560.1	GWHTBECT013172
Apse02G012570.1	GWHTBECT013173
Apse02G012580.1	GWHTBECT013174
Apse02G012590.1	GWHTBECT013175
Apse02G012600.1	GWHTBECT013176
Apse02G012610.1	GWHTBECT013177
Apse02G012620.1	GWHTBECT013178
Apse02G012630.1	GWHTBECT013179
Apse02G012640.1	GWHTBECT013180
Apse02G012650.1	GWHTBECT013181
Apse02G012660.1	GWHTBECT013182
Apse02G012670.1	GWHTBECT013183
Apse02G012680.1	GWHTBECT013184
Apse02G012690.1	GWHTBECT013185
Apse02G012700.1	GWHTBECT013186
Apse02G012710.1	GWHTBECT013187
Apse02G012720.1	GWHTBECT013188
Apse02G012730.1	GWHTBECT013189
Apse02G012740.1	GWHTBECT013190
Apse02G012750.1	GWHTBECT013191
Apse02G012760.1	GWHTBECT013192
Apse02G012770.1	GWHTBECT013193
Apse02G012780.1	GWHTBECT013194
Apse02G012790.1	GWHTBECT013195
Apse02G012800.1	GWHTBECT013196
Apse02G012810.1	GWHTBECT013197
Apse02G012820.1	GWHTBECT013198
Apse02G012830.1	GWHTBECT013199
Apse02G012840.1	GWHTBECT013200
Apse02G012850.1	GWHTBECT013201
Apse02G012860.1	GWHTBECT013202
Apse02G012870.1	GWHTBECT013203
Apse02G012880.1	GWHTBECT013204
Apse02G012890.1	GWHTBECT013205
Apse02G012900.1	GWHTBECT013206
Apse02G012910.1	GWHTBECT013207
Apse02G012920.1	GWHTBECT013208
Apse02G012930.1	GWHTBECT013209
Apse02G012940.1	GWHTBECT013210
Apse02G012950.1	GWHTBECT013211
Apse02G012960.1	GWHTBECT013212
Apse02G012970.1	GWHTBECT013213
Apse02G012980.1	GWHTBECT013214
Apse02G012990.1	GWHTBECT013215
Apse02G013000.1	GWHTBECT013216
Apse02G013010.1	GWHTBECT013217
Apse02G013020.1	GWHTBECT013218
Apse02G013030.1	GWHTBECT013219
Apse02G013040.1	GWHTBECT013220
Apse02G013050.1	GWHTBECT013221
Apse02G013060.1	GWHTBECT013222
Apse02G013070.1	GWHTBECT013223
Apse02G013080.1	GWHTBECT013224
Apse02G013090.1	GWHTBECT013225
Apse02G013100.1	GWHTBECT013226
Apse02G013110.1	GWHTBECT013227
Apse02G013120.1	GWHTBECT013228
Apse02G013130.1	GWHTBECT013229
Apse02G013140.1	GWHTBECT013230
Apse02G013150.1	GWHTBECT013231
Apse02G013160.1	GWHTBECT013232
Apse02G013170.1	GWHTBECT013233
Apse02G013180.1	GWHTBECT013234
Apse02G013190.1	GWHTBECT013235
Apse02G013200.1	GWHTBECT013236
Apse02G013210.1	GWHTBECT013237
Apse02G013220.1	GWHTBECT013238
Apse02G013230.1	GWHTBECT013239
Apse02G013240.1	GWHTBECT013240
Apse02G013250.1	GWHTBECT013241
Apse02G013260.1	GWHTBECT013242
Apse02G013270.1	GWHTBECT013243
Apse02G013280.1	GWHTBECT013244
Apse02G013290.1	GWHTBECT013245
Apse02G013300.1	GWHTBECT013246
Apse02G013310.1	GWHTBECT013247
Apse02G013320.1	GWHTBECT013248
Apse02G013330.1	GWHTBECT013249
Apse02G013340.1	GWHTBECT013250
Apse02G013350.1	GWHTBECT013251
Apse02G013360.1	GWHTBECT013252
Apse02G013370.1	GWHTBECT013253
Apse02G013380.1	GWHTBECT013254
Apse02G013390.1	GWHTBECT013255
Apse02G013400.1	GWHTBECT013256
Apse02G013410.1	GWHTBECT013257
Apse02G013410.2	GWHTBECT013258
Apse02G013420.1	GWHTBECT013259
Apse02G013430.1	GWHTBECT013260
Apse02G013430.2	GWHTBECT013261
Apse02G013440.1	GWHTBECT013262
Apse02G013450.1	GWHTBECT013263
Apse02G013460.1	GWHTBECT013264
Apse02G013470.1	GWHTBECT013265
Apse02G013480.1	GWHTBECT013266
Apse02G013490.1	GWHTBECT013267
Apse02G013500.1	GWHTBECT013268
Apse02G013510.1	GWHTBECT013269
Apse02G013520.1	GWHTBECT013270
Apse02G013530.1	GWHTBECT013271
Apse02G013540.1	GWHTBECT013272
Apse02G013550.1	GWHTBECT013273
Apse02G013560.1	GWHTBECT013274
Apse02G013570.1	GWHTBECT013275
Apse02G013580.1	GWHTBECT013276
Apse02G013590.1	GWHTBECT013277
Apse02G013600.1	GWHTBECT013278
Apse02G013600.2	GWHTBECT013279
Apse02G013610.1	GWHTBECT013280
Apse02G013620.1	GWHTBECT013281
Apse02G013630.1	GWHTBECT013282
Apse02G013640.1	GWHTBECT013283
Apse02G013650.1	GWHTBECT013284
Apse02G013660.1	GWHTBECT013285
Apse02G013670.1	GWHTBECT013286
Apse02G013680.1	GWHTBECT013287
Apse02G013690.1	GWHTBECT013288
Apse02G013700.1	GWHTBECT013289
Apse02G013710.1	GWHTBECT013290
Apse02G013720.1	GWHTBECT013291
Apse02G013730.1	GWHTBECT013292
Apse02G013740.1	GWHTBECT013293
Apse02G013750.1	GWHTBECT013294
Apse02G013760.1	GWHTBECT013295
Apse02G013770.1	GWHTBECT013296
Apse02G013780.1	GWHTBECT013297
Apse02G013790.1	GWHTBECT013298
Apse02G013790.2	GWHTBECT013299
Apse02G013790.3	GWHTBECT013300
Apse02G013800.1	GWHTBECT013301
Apse02G013800.2	GWHTBECT013302
Apse02G013810.1	GWHTBECT013303
Apse02G013820.1	GWHTBECT013304
Apse02G013820.2	GWHTBECT013305
Apse02G013830.1	GWHTBECT013306
Apse02G013840.1	GWHTBECT013307
Apse02G013850.1	GWHTBECT013308
Apse02G013860.1	GWHTBECT013309
Apse02G013870.1	GWHTBECT013310
Apse02G013880.1	GWHTBECT013311
Apse02G013890.1	GWHTBECT013312
Apse02G013900.1	GWHTBECT013313
Apse02G013910.1	GWHTBECT013314
Apse02G013920.1	GWHTBECT013315
Apse02G013930.1	GWHTBECT013316
Apse02G013940.1	GWHTBECT013317
Apse02G013950.1	GWHTBECT013318
Apse02G013960.1	GWHTBECT013319
Apse02G013970.1	GWHTBECT013320
Apse02G013980.1	GWHTBECT013321
Apse02G013990.1	GWHTBECT013322
Apse02G014000.1	GWHTBECT013323
Apse02G014010.1	GWHTBECT013324
Apse02G014020.1	GWHTBECT013325
Apse02G014030.1	GWHTBECT013326
Apse02G014040.1	GWHTBECT013327
Apse02G014050.1	GWHTBECT013328
Apse02G014060.1	GWHTBECT013329
Apse02G014070.1	GWHTBECT013330
Apse02G014080.1	GWHTBECT013331
Apse02G014090.1	GWHTBECT013332
Apse02G014100.1	GWHTBECT013333
Apse02G014110.1	GWHTBECT013334
Apse02G014120.1	GWHTBECT013335
Apse02G014130.1	GWHTBECT013336
Apse02G014140.1	GWHTBECT013337
Apse02G014150.1	GWHTBECT013338
Apse02G014150.2	GWHTBECT013339
Apse02G014150.3	GWHTBECT013340
Apse02G014150.4	GWHTBECT013341
Apse02G014160.1	GWHTBECT013342
Apse02G014160.2	GWHTBECT013343
Apse02G014170.1	GWHTBECT013344
Apse02G014180.1	GWHTBECT013345
Apse02G014190.1	GWHTBECT013346
Apse02G014190.2	GWHTBECT013347
Apse02G014200.1	GWHTBECT013348
Apse02G014210.1	GWHTBECT013349
Apse02G014220.1	GWHTBECT013350
Apse02G014230.1	GWHTBECT013351
Apse02G014240.1	GWHTBECT013352
Apse02G014250.1	GWHTBECT013353
Apse02G014250.2	GWHTBECT013354
Apse02G014260.1	GWHTBECT013355
Apse02G014270.1	GWHTBECT013356
Apse02G014280.1	GWHTBECT013357
Apse02G014290.1	GWHTBECT013358
Apse02G014300.1	GWHTBECT013359
Apse02G014310.1	GWHTBECT013360
Apse02G014320.1	GWHTBECT013361
Apse02G014330.1	GWHTBECT013362
Apse02G014340.1	GWHTBECT013363
Apse02G014350.1	GWHTBECT013364
Apse02G014360.1	GWHTBECT013365
Apse02G014370.1	GWHTBECT013366
Apse02G014380.1	GWHTBECT013367
Apse02G014390.1	GWHTBECT013368
Apse02G014400.1	GWHTBECT013369
Apse02G014410.1	GWHTBECT013370
Apse02G014420.1	GWHTBECT013371
Apse02G014430.1	GWHTBECT013372
Apse02G014440.1	GWHTBECT013373
Apse02G014440.2	GWHTBECT013374
Apse02G014450.1	GWHTBECT013375
Apse02G014460.1	GWHTBECT013376
Apse02G014470.1	GWHTBECT013377
Apse02G014480.1	GWHTBECT013378
Apse02G014480.2	GWHTBECT013379
Apse02G014490.1	GWHTBECT013380
Apse02G014500.1	GWHTBECT013381
Apse02G014510.1	GWHTBECT013382
Apse02G014520.1	GWHTBECT013383
Apse02G014530.1	GWHTBECT013384
Apse02G014540.1	GWHTBECT013385
Apse02G014550.1	GWHTBECT013386
Apse02G014550.2	GWHTBECT013387
Apse02G014560.1	GWHTBECT013388
Apse02G014570.1	GWHTBECT013389
Apse02G014580.1	GWHTBECT013390
Apse02G014590.1	GWHTBECT013391
Apse02G014600.1	GWHTBECT013392
Apse02G014610.1	GWHTBECT013393
Apse02G014620.1	GWHTBECT013394
Apse02G014630.1	GWHTBECT013395
Apse02G014640.1	GWHTBECT013396
Apse02G014650.1	GWHTBECT013397
Apse02G014660.1	GWHTBECT013398
Apse02G014670.1	GWHTBECT013399
Apse02G014680.1	GWHTBECT013400
Apse02G014690.1	GWHTBECT013401
Apse02G014690.2	GWHTBECT013402
Apse02G014700.1	GWHTBECT013403
Apse02G014710.1	GWHTBECT013404
Apse02G014720.1	GWHTBECT013405
Apse02G014730.1	GWHTBECT013406
Apse02G014740.1	GWHTBECT013407
Apse02G014750.1	GWHTBECT013408
Apse02G014760.1	GWHTBECT013409
Apse02G014770.1	GWHTBECT013410
Apse02G014780.1	GWHTBECT013411
Apse02G014790.1	GWHTBECT013412
Apse02G014790.2	GWHTBECT013413
Apse02G014800.1	GWHTBECT013414
Apse02G014810.1	GWHTBECT013415
Apse02G014820.1	GWHTBECT013416
Apse02G014830.1	GWHTBECT013417
Apse02G014840.1	GWHTBECT013418
Apse02G014850.1	GWHTBECT013419
Apse02G014860.1	GWHTBECT013420
Apse02G014870.1	GWHTBECT013421
Apse02G014880.1	GWHTBECT013422
Apse02G014890.1	GWHTBECT013423
Apse02G014900.1	GWHTBECT013424
Apse02G014910.1	GWHTBECT013425
Apse02G014920.1	GWHTBECT013426
Apse02G014930.1	GWHTBECT013427
Apse02G014940.1	GWHTBECT013428
Apse02G014950.1	GWHTBECT013429
Apse02G014950.2	GWHTBECT013430
Apse02G014960.1	GWHTBECT013431
Apse02G014970.1	GWHTBECT013432
Apse02G014980.1	GWHTBECT013433
Apse02G014980.2	GWHTBECT013434
Apse02G014980.3	GWHTBECT013435
Apse02G014990.1	GWHTBECT013436
Apse02G015000.1	GWHTBECT013437
Apse02G015000.2	GWHTBECT013438
Apse02G015010.1	GWHTBECT013439
Apse02G015020.1	GWHTBECT013440
Apse02G015030.1	GWHTBECT013441
Apse02G015040.1	GWHTBECT013442
Apse02G015050.1	GWHTBECT013443
Apse02G015060.1	GWHTBECT013444
Apse02G015060.2	GWHTBECT013445
Apse02G015070.1	GWHTBECT013446
Apse02G015070.2	GWHTBECT013447
Apse02G015080.1	GWHTBECT013448
Apse02G015090.1	GWHTBECT013449
Apse02G015100.1	GWHTBECT013450
Apse02G015110.1	GWHTBECT013451
Apse02G015120.1	GWHTBECT013452
Apse02G015130.1	GWHTBECT013453
Apse02G015140.1	GWHTBECT013454
Apse02G015150.1	GWHTBECT013455
Apse02G015160.1	GWHTBECT013456
Apse02G015170.1	GWHTBECT013457
Apse02G015180.1	GWHTBECT013458
Apse02G015190.1	GWHTBECT013459
Apse02G015200.1	GWHTBECT013460
Apse02G015200.2	GWHTBECT013461
Apse02G015210.1	GWHTBECT013462
Apse02G015220.1	GWHTBECT013463
Apse02G015230.1	GWHTBECT013464
Apse02G015240.1	GWHTBECT013465
Apse02G015240.2	GWHTBECT013466
Apse02G015250.1	GWHTBECT013467
Apse02G015260.1	GWHTBECT013468
Apse02G015270.1	GWHTBECT013469
Apse02G015280.1	GWHTBECT013470
Apse02G015290.1	GWHTBECT013471
Apse02G015300.1	GWHTBECT013472
Apse02G015310.1	GWHTBECT013473
Apse02G015320.1	GWHTBECT013474
Apse02G015330.1	GWHTBECT013475
Apse02G015340.1	GWHTBECT013476
Apse02G015350.1	GWHTBECT013477
Apse02G015360.1	GWHTBECT013478
Apse02G015370.1	GWHTBECT013479
Apse02G015380.1	GWHTBECT013480
Apse02G015390.1	GWHTBECT013481
Apse02G015400.1	GWHTBECT013482
Apse02G015410.1	GWHTBECT013483
Apse02G015420.1	GWHTBECT013484
Apse02G015430.1	GWHTBECT013485
Apse02G015430.2	GWHTBECT013486
Apse02G015440.1	GWHTBECT013487
Apse02G015450.1	GWHTBECT013488
Apse02G015460.1	GWHTBECT013489
Apse02G015470.1	GWHTBECT013490
Apse02G015480.1	GWHTBECT013491
Apse02G015490.1	GWHTBECT013492
Apse02G015500.1	GWHTBECT013493
Apse02G015510.1	GWHTBECT013494
Apse02G015520.1	GWHTBECT013495
Apse02G015530.1	GWHTBECT013496
Apse02G015540.1	GWHTBECT013497
Apse02G015550.1	GWHTBECT013498
Apse02G015560.1	GWHTBECT013499
Apse02G015570.1	GWHTBECT013500
Apse02G015580.1	GWHTBECT013501
Apse02G015590.1	GWHTBECT013502
Apse02G015600.1	GWHTBECT013503
Apse02G015610.1	GWHTBECT013504
Apse02G015610.2	GWHTBECT013505
Apse02G015620.1	GWHTBECT013506
Apse02G015620.2	GWHTBECT013507
Apse02G015630.1	GWHTBECT013508
Apse02G015640.1	GWHTBECT013509
Apse02G015650.1	GWHTBECT013510
Apse02G015660.1	GWHTBECT013511
Apse02G015670.1	GWHTBECT013512
Apse02G015680.1	GWHTBECT013513
Apse02G015690.1	GWHTBECT013514
Apse02G015700.1	GWHTBECT013515
Apse02G015710.1	GWHTBECT013516
Apse02G015720.1	GWHTBECT013517
Apse02G015730.1	GWHTBECT013518
Apse02G015740.1	GWHTBECT013519
Apse02G015750.1	GWHTBECT013520
Apse02G015760.1	GWHTBECT013521
Apse02G015770.1	GWHTBECT013522
Apse02G015780.1	GWHTBECT013523
Apse02G015790.1	GWHTBECT013524
Apse02G015800.1	GWHTBECT013525
Apse02G015810.1	GWHTBECT013526
Apse02G015810.2	GWHTBECT013527
Apse02G015810.3	GWHTBECT013528
Apse02G015820.1	GWHTBECT013529
Apse02G015820.2	GWHTBECT013530
Apse02G015830.1	GWHTBECT013531
Apse02G015830.2	GWHTBECT013532
Apse02G015840.1	GWHTBECT013533
Apse02G015850.1	GWHTBECT013534
Apse02G015860.1	GWHTBECT013535
Apse02G015870.1	GWHTBECT013536
