Aneg05G018740.1	ACNE_00001
Aneg03G028620.1	ACNE_17146
Aneg03G019500.1	ACNE_17147
Aneg04G000500.1	ACNE_17148
Aneg02G024910.1	ACNE_17149
Aneg02G007650.1	ACNE_17150
Aneg13G015680.1	ACNE_17151
Aneg05G008650.1	ACNE_17152
Aneg08G004540.1	ACNE_17153
Aneg07G016040.1	ACNE_17154
Aneg11G012820.1	ACNE_17155
Aneg07G000330.1	ACNE_17156
Aneg06G013180.1	ACNE_17157
Aneg08G013580.1	ACNE_17158
Aneg03G020560.1	ACNE_17159
Aneg04G006710.1	ACNE_17160
Aneg01G015150.1	ACNE_17161
Aneg05G017330.1	ACNE_17162
Aneg06G004760.1	ACNE_17163
Aneg06G014160.1	ACNE_17164
Aneg04G011320.1	ACNE_17165
Aneg10G015660.1	ACNE_17166
Aneg11G010070.1	ACNE_17167
Aneg03G022420.1	ACNE_17168
Aneg04G029240.1	ACNE_17169
Aneg08G001930.1	ACNE_17170
Aneg01G028870.1	ACNE_17171
Aneg04G015070.1	ACNE_17172
Aneg02G021710.1	ACNE_17173
Aneg13G001660.1	ACNE_17174
Aneg13G011840.1	ACNE_17175
Aneg04G028980.1	ACNE_17176
Aneg09G010090.1	ACNE_17177
Aneg02G026590.1	ACNE_17178
Aneg09G000650.1	ACNE_17179
Aneg03G015580.1	ACNE_17180
Aneg13G007790.1	ACNE_17181
Aneg01G001960.1	ACNE_17182
Aneg04G021070.1	ACNE_17183
Aneg05G000680.1	ACNE_17184
Aneg12G015400.1	ACNE_17185
Aneg04G026560.1	ACNE_17186
Aneg05G006350.1	ACNE_17187
Aneg02G001130.1	ACNE_17188
Aneg06G005970.1	ACNE_17189
Aneg01G018230.1	ACNE_17190
Aneg10G008010.1	ACNE_17191
Aneg02G004590.1	ACNE_17192
Aneg06G018980.1	ACNE_17193
Aneg06G013340.1	ACNE_17194
Aneg04G022340.1	ACNE_17195
Aneg02G010620.1	ACNE_17196
Aneg05G019550.1	ACNE_17197
Aneg03G003240.1	ACNE_17198
Aneg12G010030.1	ACNE_17199
Aneg07G007820.1	ACNE_17200
Aneg05G018500.1	ACNE_17201
Aneg02G017380.1	ACNE_17202
Aneg02G001500.1	ACNE_17203
Aneg08G006590.1	ACNE_17204
Aneg11G005170.1	ACNE_17205
Aneg01G011070.1	ACNE_17206
Aneg13G001800.1	ACNE_17207
Aneg06G003040.1	ACNE_17208
Aneg12G014200.1	ACNE_17209
Aneg12G010240.1	ACNE_17210
Aneg04G024840.1	ACNE_17211
Aneg01G015720.1	ACNE_17212
Aneg01G029340.1	ACNE_17213
Aneg08G016310.1	ACNE_17214
Aneg082S000010.1	ACNE_17215
Aneg04G025250.1	ACNE_17216
Aneg08G009300.1	ACNE_17217
Aneg05G020360.1	ACNE_17218
Aneg11G013430.1	ACNE_17219
Aneg09G003090.1	ACNE_17220
Aneg01G017570.1	ACNE_17221
Aneg08G016010.1	ACNE_17222
Aneg04G018660.1	ACNE_17223
Aneg02G026280.1	ACNE_17224
Aneg03G009510.1	ACNE_17225
Aneg02G004840.1	ACNE_17226
Aneg12G017940.1	ACNE_17227
Aneg13G010760.1	ACNE_17228
Aneg10G005960.1	ACNE_17229
Aneg04G018350.1	ACNE_17230
Aneg10G015830.1	ACNE_17231
Aneg06G018020.1	ACNE_17232
Aneg07G008990.1	ACNE_17233
Aneg06G003250.1	ACNE_17234
Aneg05G020510.1	ACNE_17235
Aneg05G001380.1	ACNE_17236
Aneg05G013890.1	ACNE_17237
Aneg05G016540.1	ACNE_17238
Aneg03G014130.1	ACNE_17239
Aneg08G019020.1	ACNE_17240
Aneg13G006840.1	ACNE_17241
Aneg11G016870.1	ACNE_17242
Aneg10G000750.1	ACNE_17243
Aneg05G023700.1	ACNE_17244
Aneg11G009920.1	ACNE_17245
Aneg12G010290.1	ACNE_17246
Aneg05G004890.1	ACNE_17247
Aneg11G003090.1	ACNE_17248
Aneg02G006070.1	ACNE_17249
Aneg04G027450.1	ACNE_17250
Aneg08G011770.1	ACNE_17251
Aneg08G017670.1	ACNE_17252
Aneg13G017380.1	ACNE_17253
Aneg10G012250.1	ACNE_17254
Aneg01G009820.1	ACNE_17255
Aneg02G031610.1	ACNE_17256
Aneg05G003450.1	ACNE_17257
Aneg08G012850.1	ACNE_17258
Aneg07G019060.1	ACNE_17259
Aneg07G018390.1	ACNE_17260
Aneg02G024570.1	ACNE_17261
Aneg03G005640.1	ACNE_17262
Aneg02G001470.1	ACNE_17263
Aneg01G023980.1	ACNE_17264
Aneg07G014220.1	ACNE_17265
Aneg10G000290.1	ACNE_17266
Aneg12G004100.1	ACNE_17267
Aneg07G015690.1	ACNE_17268
Aneg10G006390.1	ACNE_17269
Aneg04G003200.1	ACNE_17270
Aneg05G008220.1	ACNE_17271
Aneg03G010820.1	ACNE_17272
Aneg06G009330.1	ACNE_17273
Aneg03G016590.1	ACNE_17274
Aneg13G007210.1	ACNE_17275
Aneg02G017010.1	ACNE_17276
Aneg10G002420.1	ACNE_17277
Aneg05G013090.1	ACNE_17278
Aneg13G008830.1	ACNE_17279
Aneg02G017150.1	ACNE_17280
Aneg05G010290.1	ACNE_17281
Aneg10G012930.1	ACNE_17282
Aneg11G001020.1	ACNE_17283
Aneg12G010220.1	ACNE_17284
Aneg01G004110.1	ACNE_17285
Aneg11G004910.1	ACNE_17286
Aneg06G010270.1	ACNE_17287
Aneg12G011380.1	ACNE_17288
Aneg07G001090.1	ACNE_17289
Aneg12G004940.1	ACNE_17290
Aneg03G008930.1	ACNE_17291
Aneg04G013940.1	ACNE_17292
Aneg01G021500.1	ACNE_17293
Aneg02G016810.1	ACNE_17294
Aneg04G018220.1	ACNE_17295
Aneg04G022950.1	ACNE_17296
Aneg03G002570.1	ACNE_17297
Aneg03G015280.1	ACNE_17298
Aneg04G009740.1	ACNE_17299
Aneg02G029370.1	ACNE_17300
Aneg07G009720.1	ACNE_17301
Aneg11G000380.1	ACNE_17302
Aneg02G007900.1	ACNE_17303
Aneg05G001220.1	ACNE_17304
Aneg05G009100.1	ACNE_17305
Aneg01G000830.1	ACNE_17306
Aneg09G007040.1	ACNE_17307
Aneg07G016460.1	ACNE_17308
Aneg05G021550.1	ACNE_17309
Aneg11G009670.1	ACNE_17310
Aneg13G006460.1	ACNE_17311
Aneg05G000530.1	ACNE_17312
Aneg07G000990.1	ACNE_17313
Aneg03G008860.1	ACNE_17314
Aneg10G002370.1	ACNE_17315
Aneg05G007330.1	ACNE_17316
Aneg01G020230.1	ACNE_17317
Aneg06G006340.1	ACNE_17318
Aneg07G005330.1	ACNE_17319
Aneg11G008780.1	ACNE_17320
Aneg06G002170.1	ACNE_17321
Aneg09G009920.1	ACNE_17322
Aneg03G020190.1	ACNE_17323
Aneg13G003220.1	ACNE_17324
Aneg07G014550.1	ACNE_17325
Aneg11G002650.1	ACNE_17326
Aneg06G008760.1	ACNE_17327
Aneg01G002690.1	ACNE_17328
Aneg04G018950.1	ACNE_17329
Aneg08G007820.1	ACNE_17330
Aneg01G032710.1	ACNE_17331
Aneg08G010120.1	ACNE_17332
Aneg02G013230.1	ACNE_17333
Aneg031S000030.1	ACNE_17334
Aneg09G007670.1	ACNE_17335
Aneg01G032760.1	ACNE_17336
Aneg01G017890.1	ACNE_17337
Aneg01G018830.1	ACNE_17338
Aneg13G007600.1	ACNE_17339
Aneg07G012280.1	ACNE_17340
Aneg03G019830.1	ACNE_17341
Aneg07G008480.1	ACNE_17342
Aneg06G013500.1	ACNE_17343
Aneg04G022320.1	ACNE_17344
Aneg01G033590.1	ACNE_17345
Aneg10G008730.1	ACNE_17346
Aneg09G013240.1	ACNE_17347
Aneg02G012200.1	ACNE_17348
Aneg04G014480.1	ACNE_17349
Aneg11G009610.1	ACNE_17350
Aneg02G028260.1	ACNE_17351
Aneg03G012410.1	ACNE_17352
Aneg13G005410.1	ACNE_17353
Aneg12G003110.1	ACNE_17354
Aneg08G008530.1	ACNE_17355
Aneg11G008280.1	ACNE_17356
Aneg12G008830.1	ACNE_17357
Aneg02G022870.1	ACNE_17358
Aneg01G016970.1	ACNE_17359
Aneg04G016710.1	ACNE_17360
Aneg03G011930.1	ACNE_17361
Aneg06G000280.1	ACNE_17362
Aneg05G005340.1	ACNE_17363
Aneg11G002320.1	ACNE_17364
Aneg11G019700.1	ACNE_17365
Aneg07G002650.1	ACNE_17366
Aneg05G019290.1	ACNE_17367
Aneg04G004640.1	ACNE_17368
Aneg09G015260.1	ACNE_17369
Aneg13G010530.1	ACNE_17370
Aneg05G020860.1	ACNE_17371
Aneg11G000270.1	ACNE_17372
Aneg12G010080.1	ACNE_17373
Aneg03G021530.1	ACNE_17374
Aneg01G011630.1	ACNE_17375
Aneg02G007000.1	ACNE_17376
Aneg02G028690.1	ACNE_17377
Aneg04G013950.1	ACNE_17378
Aneg08G003710.1	ACNE_17379
Aneg093S000010.1	ACNE_17380
Aneg11G012750.1	ACNE_17381
Aneg09G016850.1	ACNE_17382
Aneg08G005340.1	ACNE_17383
Aneg11G010620.1	ACNE_17384
Aneg13G012910.1	ACNE_17385
Aneg04G003710.1	ACNE_17386
Aneg02G024950.1	ACNE_17387
Aneg09G002240.1	ACNE_17388
Aneg10G000420.1	ACNE_17389
Aneg05G022780.1	ACNE_17390
Aneg07G018210.1	ACNE_17391
Aneg04G021230.1	ACNE_17392
Aneg05G023600.1	ACNE_17393
Aneg03G008900.1	ACNE_17394
Aneg10G015720.1	ACNE_17395
Aneg12G002060.1	ACNE_17396
Aneg11G000240.1	ACNE_17397
Aneg03G012390.1	ACNE_17398
Aneg03G002800.1	ACNE_17399
Aneg03G019170.1	ACNE_17400
Aneg01G029610.1	ACNE_17401
Aneg04G004440.1	ACNE_17402
Aneg05G010170.1	ACNE_17403
Aneg03G018130.1	ACNE_17404
Aneg13G015870.1	ACNE_17405
Aneg01G000560.1	ACNE_17406
Aneg04G013180.1	ACNE_17407
Aneg04G028480.1	ACNE_17408
Aneg01G032950.1	ACNE_17409
Aneg10G016110.1	ACNE_17410
Aneg04G001730.1	ACNE_17411
Aneg03G025300.1	ACNE_17412
Aneg12G017470.1	ACNE_17413
Aneg06G009530.1	ACNE_17414
Aneg08G019290.1	ACNE_17415
Aneg04G000210.1	ACNE_17416
Aneg07G003730.1	ACNE_17417
Aneg11G000890.1	ACNE_17418
Aneg01G026160.1	ACNE_17419
Aneg12G000300.1	ACNE_17420
Aneg04G014670.1	ACNE_17421
Aneg02G028240.1	ACNE_17422
Aneg07G006950.1	ACNE_17423
Aneg02G023540.1	ACNE_17424
Aneg07G009660.1	ACNE_17425
Aneg10G005930.1	ACNE_17426
Aneg10G010700.1	ACNE_17427
Aneg02G014650.1	ACNE_17428
Aneg06G014140.1	ACNE_17429
Aneg10G011340.1	ACNE_17430
Aneg12G006080.1	ACNE_17431
Aneg06G016480.1	ACNE_17432
Aneg06G017180.1	ACNE_17433
Aneg05G022560.1	ACNE_17434
Aneg07G019300.1	ACNE_17435
Aneg04G008630.1	ACNE_17436
Aneg06G021040.1	ACNE_17437
Aneg01G007810.1	ACNE_17438
Aneg01G011990.1	ACNE_17439
Aneg04G014080.1	ACNE_17440
Aneg09G016240.1	ACNE_17441
Aneg02G011500.1	ACNE_17442
Aneg04G027770.1	ACNE_17443
Aneg13G002120.1	ACNE_17444
Aneg10G016200.1	ACNE_17445
Aneg04G023150.1	ACNE_17446
Aneg03G009130.1	ACNE_17447
Aneg10G011330.1	ACNE_17448
Aneg04G027530.1	ACNE_17449
Aneg05G018580.1	ACNE_17450
Aneg06G016220.1	ACNE_17451
Aneg04G006720.1	ACNE_17452
Aneg03G002180.1	ACNE_17453
Aneg13G009120.1	ACNE_17454
Aneg02G007030.1	ACNE_17455
Aneg09G008200.1	ACNE_17456
Aneg10G011530.1	ACNE_17457
Aneg05G014250.1	ACNE_17458
Aneg02G025710.1	ACNE_17459
Aneg09G017180.1	ACNE_17460
Aneg08G019140.1	ACNE_17461
Aneg13G002320.1	ACNE_17462
Aneg08G006180.1	ACNE_17463
Aneg13G008310.1	ACNE_17464
Aneg03G018240.1	ACNE_17465
Aneg03G025160.1	ACNE_17466
Aneg11G000130.1	ACNE_17467
Aneg02G021950.1	ACNE_17468
Aneg04G020120.1	ACNE_17469
Aneg09G017220.1	ACNE_17470
Aneg06G015700.1	ACNE_17471
Aneg01G009520.1	ACNE_17472
Aneg08G001440.1	ACNE_17473
Aneg04G015030.1	ACNE_17474
Aneg12G013810.1	ACNE_17475
Aneg08G012680.1	ACNE_17476
Aneg02G014880.1	ACNE_17477
Aneg12G016730.1	ACNE_17478
Aneg01G021280.1	ACNE_17479
Aneg11G014110.1	ACNE_17480
Aneg12G004220.1	ACNE_17481
Aneg13G014430.1	ACNE_17482
Aneg04G028060.1	ACNE_17483
Aneg09G002430.1	ACNE_17484
Aneg03G020150.1	ACNE_17485
Aneg02G023090.1	ACNE_17486
Aneg05G010970.1	ACNE_17487
Aneg08G017410.1	ACNE_17488
Aneg02G005820.1	ACNE_17489
Aneg02G004110.1	ACNE_17490
Aneg12G013500.1	ACNE_17491
Aneg12G014660.1	ACNE_17492
Aneg01G014990.1	ACNE_17493
Aneg09G009480.1	ACNE_17494
Aneg11G015080.1	ACNE_17495
Aneg12G012560.1	ACNE_17496
Aneg08G017090.1	ACNE_17497
Aneg02G004500.1	ACNE_17498
Aneg05G005220.1	ACNE_17499
Aneg08G000920.1	ACNE_17500
Aneg05G021000.1	ACNE_17501
Aneg03G004180.1	ACNE_17502
Aneg05G017150.1	ACNE_17503
Aneg01G024810.1	ACNE_17504
Aneg09G010140.1	ACNE_17505
Aneg03G008310.1	ACNE_17506
Aneg04G009150.1	ACNE_17507
Aneg01G010210.1	ACNE_17508
Aneg08G006750.1	ACNE_17509
Aneg04G014690.1	ACNE_17510
Aneg063S000010.1	ACNE_17511
Aneg03G002380.1	ACNE_17512
Aneg02G007410.1	ACNE_17513
Aneg07G001650.1	ACNE_17514
Aneg07G009300.1	ACNE_17515
Aneg03G023950.1	ACNE_17516
Aneg04G019320.1	ACNE_17517
Aneg01G008810.1	ACNE_17518
Aneg13G013840.1	ACNE_17519
Aneg07G011100.1	ACNE_17520
Aneg04G011090.1	ACNE_17521
Aneg07G003100.1	ACNE_17522
Aneg01G006250.1	ACNE_17523
Aneg06G002700.1	ACNE_17524
Aneg05G018200.1	ACNE_17525
Aneg09G008870.1	ACNE_17526
Aneg01G018340.1	ACNE_17527
Aneg12G008670.1	ACNE_17528
Aneg02G025500.1	ACNE_17529
Aneg01G028500.1	ACNE_17530
Aneg04G007850.1	ACNE_17531
Aneg04G021830.1	ACNE_17532
Aneg10G007950.1	ACNE_17533
Aneg09G001180.1	ACNE_17534
Aneg12G017810.1	ACNE_17535
Aneg03G011070.1	ACNE_17536
Aneg12G009690.1	ACNE_17537
Aneg01G018500.1	ACNE_17538
Aneg04G022360.1	ACNE_17539
Aneg09G016560.1	ACNE_17540
Aneg13G002750.1	ACNE_17541
Aneg01G002390.1	ACNE_17542
Aneg10G002520.1	ACNE_17543
Aneg06G007400.1	ACNE_17544
Aneg10G005250.1	ACNE_17545
Aneg12G011030.1	ACNE_17546
Aneg08G000230.1	ACNE_17547
Aneg01G033570.1	ACNE_17548
Aneg03G011190.1	ACNE_17549
Aneg08G000100.1	ACNE_17550
Aneg10G006490.1	ACNE_17551
Aneg05G020280.1	ACNE_17552
Aneg09G008370.1	ACNE_17553
Aneg05G023090.1	ACNE_17554
Aneg13G004800.1	ACNE_17555
Aneg04G011660.1	ACNE_17556
Aneg09G008780.1	ACNE_17557
Aneg02G015320.1	ACNE_17558
Aneg04G025920.1	ACNE_17559
Aneg04G024800.1	ACNE_17560
Aneg01G027030.1	ACNE_17561
Aneg02G006040.1	ACNE_17562
Aneg09G013710.1	ACNE_17563
Aneg03G029460.1	ACNE_17564
Aneg12G012930.1	ACNE_17565
Aneg04G023330.1	ACNE_17566
Aneg10G006330.1	ACNE_17567
Aneg10G013080.1	ACNE_17568
Aneg09G016300.1	ACNE_17569
Aneg10G010210.1	ACNE_17570
Aneg05G003330.1	ACNE_17571
Aneg04G017290.1	ACNE_17572
Aneg06G016510.1	ACNE_17573
Aneg09G016930.1	ACNE_17574
Aneg09G014870.1	ACNE_17575
Aneg08G013010.1	ACNE_17576
Aneg02G006060.1	ACNE_17577
Aneg03G023720.1	ACNE_17578
Aneg02G012490.1	ACNE_17579
Aneg13G000700.1	ACNE_17580
Aneg01G005340.1	ACNE_17581
Aneg02G017900.1	ACNE_17582
Aneg10G010970.1	ACNE_17583
Aneg01G020090.1	ACNE_17584
Aneg12G002960.1	ACNE_17585
Aneg06G018240.1	ACNE_17586
Aneg01G005600.1	ACNE_17587
Aneg13G002040.1	ACNE_17588
Aneg04G002630.1	ACNE_17589
Aneg07G012410.1	ACNE_17590
Aneg08G001270.1	ACNE_17591
Aneg01G033930.1	ACNE_17592
Aneg03G012680.1	ACNE_17593
Aneg04G024700.1	ACNE_17594
Aneg03G018320.1	ACNE_17595
Aneg11G009710.1	ACNE_17596
Aneg02G014430.1	ACNE_17597
Aneg03G011570.1	ACNE_17598
Aneg02G005150.1	ACNE_17599
Aneg06G004610.1	ACNE_17600
Aneg11G006860.1	ACNE_17601
Aneg09G002720.1	ACNE_17602
Aneg13G007880.1	ACNE_17603
Aneg11G001560.1	ACNE_17604
Aneg08G010950.1	ACNE_17605
Aneg04G002660.1	ACNE_17606
Aneg11G014000.1	ACNE_17607
Aneg09G015390.1	ACNE_17608
Aneg03G017440.1	ACNE_17609
Aneg11G001660.1	ACNE_17610
Aneg08G017150.1	ACNE_17611
Aneg12G006290.1	ACNE_17612
Aneg01G002590.1	ACNE_17613
Aneg05G005830.1	ACNE_17614
Aneg04G003650.1	ACNE_17615
Aneg02G010130.1	ACNE_17616
Aneg10G013180.1	ACNE_17617
Aneg08G017720.1	ACNE_17618
Aneg03G002550.1	ACNE_17619
Aneg09G008040.1	ACNE_17620
Aneg02G000860.1	ACNE_17621
Aneg02G028620.1	ACNE_17622
Aneg01G008410.1	ACNE_17623
Aneg07G006580.1	ACNE_17624
Aneg12G006150.1	ACNE_17625
Aneg01G026210.1	ACNE_17626
Aneg03G017810.1	ACNE_17627
Aneg08G015720.1	ACNE_17628
Aneg06G000740.1	ACNE_17629
Aneg11G014100.1	ACNE_17630
Aneg03G008800.1	ACNE_17631
Aneg04G013650.1	ACNE_17632
Aneg07G004860.1	ACNE_17633
Aneg05G019110.1	ACNE_17634
Aneg12G009310.1	ACNE_17635
Aneg13G005610.1	ACNE_17636
Aneg05G010130.1	ACNE_17637
Aneg11G006240.1	ACNE_17638
Aneg01G023870.1	ACNE_17639
Aneg12G013690.1	ACNE_17640
Aneg02G002730.1	ACNE_17641
Aneg02G020860.1	ACNE_17642
Aneg11G006390.1	ACNE_17643
Aneg04G007840.1	ACNE_17644
Aneg11G006460.1	ACNE_17645
Aneg04G026870.1	ACNE_17646
Aneg03G014000.1	ACNE_17647
Aneg05G009630.1	ACNE_17648
Aneg09G005880.1	ACNE_17649
Aneg05G007200.1	ACNE_17650
Aneg01G019830.1	ACNE_17651
Aneg06G014330.1	ACNE_17652
Aneg04G021750.1	ACNE_17653
Aneg06G004930.1	ACNE_17654
Aneg05G023230.1	ACNE_17655
Aneg04G005420.1	ACNE_17656
Aneg01G008120.1	ACNE_17657
Aneg04G007190.1	ACNE_17658
Aneg12G011790.1	ACNE_17659
Aneg03G028820.1	ACNE_17660
Aneg13G011400.1	ACNE_17661
Aneg03G013280.1	ACNE_17662
Aneg02G026360.1	ACNE_17663
Aneg02G010800.1	ACNE_17664
Aneg06G013940.1	ACNE_17665
Aneg01G005380.1	ACNE_17666
Aneg05G009570.1	ACNE_17667
Aneg07G000020.1	ACNE_17668
Aneg02G017890.1	ACNE_17669
Aneg07G016340.1	ACNE_17670
Aneg05G023320.1	ACNE_17671
Aneg09G011910.1	ACNE_17672
Aneg06G020720.1	ACNE_17673
Aneg04G004900.1	ACNE_17674
Aneg05G017830.1	ACNE_17675
Aneg09G001960.1	ACNE_17676
Aneg02G029980.1	ACNE_17677
Aneg09G007370.1	ACNE_17678
Aneg02G003200.1	ACNE_17679
Aneg12G016220.1	ACNE_17680
Aneg09G014500.1	ACNE_17681
Aneg12G017170.1	ACNE_17682
Aneg08G009430.1	ACNE_17683
Aneg04G015590.1	ACNE_17684
Aneg07G008300.1	ACNE_17685
Aneg09G017320.1	ACNE_17686
Aneg13G011100.1	ACNE_17687
Aneg09G007030.1	ACNE_17688
Aneg08G019060.1	ACNE_17689
Aneg09G018370.1	ACNE_17690
Aneg03G021490.1	ACNE_17691
Aneg13G009670.1	ACNE_17692
Aneg04G012810.1	ACNE_17693
Aneg11G004710.1	ACNE_17694
Aneg09G009670.1	ACNE_17695
Aneg11G012140.1	ACNE_17696
Aneg01G033380.1	ACNE_17697
Aneg01G025610.1	ACNE_17698
Aneg04G015810.1	ACNE_17699
Aneg09G012280.1	ACNE_17700
Aneg04G000850.1	ACNE_17701
Aneg07G018280.1	ACNE_17702
Aneg10G016280.1	ACNE_17703
Aneg10G003850.1	ACNE_17704
Aneg04G025520.1	ACNE_17705
Aneg04G019590.1	ACNE_17706
Aneg09G008120.1	ACNE_17707
Aneg02G007310.1	ACNE_17708
Aneg07G007490.1	ACNE_17709
Aneg10G010090.1	ACNE_17710
Aneg11G010780.1	ACNE_17711
Aneg04G029150.1	ACNE_17712
Aneg01G028740.1	ACNE_17713
Aneg06G020180.1	ACNE_17714
Aneg04G010610.1	ACNE_17715
Aneg11G013100.1	ACNE_17716
Aneg04G021170.1	ACNE_17717
Aneg01G009940.1	ACNE_17718
Aneg12G007780.1	ACNE_17719
Aneg03G009930.1	ACNE_17720
Aneg04G007040.1	ACNE_17721
Aneg01G025540.1	ACNE_17722
Aneg11G008690.1	ACNE_17723
Aneg04G000640.1	ACNE_17724
Aneg02G015580.1	ACNE_17725
Aneg06G012690.1	ACNE_17726
Aneg03G002980.1	ACNE_17727
Aneg04G012380.1	ACNE_17728
Aneg01G008860.1	ACNE_17729
Aneg02G021540.1	ACNE_17730
Aneg10G000090.1	ACNE_17731
Aneg05G013180.1	ACNE_17732
Aneg05G015310.1	ACNE_17733
Aneg10G009060.1	ACNE_17734
Aneg06G019130.1	ACNE_17735
Aneg04G016910.1	ACNE_17736
Aneg05G016020.1	ACNE_17737
Aneg04G007520.1	ACNE_17738
Aneg02G019020.1	ACNE_17739
Aneg09G007870.1	ACNE_17740
Aneg03G007200.1	ACNE_17741
Aneg04G022590.1	ACNE_17742
Aneg05G012830.1	ACNE_17743
Aneg04G004150.1	ACNE_17744
Aneg06G020930.1	ACNE_17745
Aneg06G001400.1	ACNE_17746
Aneg02G024500.1	ACNE_17747
Aneg05G016630.1	ACNE_17748
Aneg04G004300.1	ACNE_17749
Aneg01G010780.1	ACNE_17750
Aneg12G014720.1	ACNE_17751
Aneg11G005340.1	ACNE_17752
Aneg04G010090.1	ACNE_17753
Aneg06G019430.1	ACNE_17754
Aneg03G008100.1	ACNE_17755
Aneg04G017210.1	ACNE_17756
Aneg06G009120.1	ACNE_17757
Aneg09G007310.1	ACNE_17758
Aneg05G001370.1	ACNE_17759
Aneg04G012430.1	ACNE_17760
Aneg01G008700.1	ACNE_17761
Aneg13G015000.1	ACNE_17762
Aneg10G005420.1	ACNE_17763
Aneg02G003830.1	ACNE_17764
Aneg04G021100.1	ACNE_17765
Aneg12G001550.1	ACNE_17766
Aneg02G028320.1	ACNE_17767
Aneg01G009130.1	ACNE_17768
Aneg02G029060.1	ACNE_17769
Aneg03G019100.1	ACNE_17770
Aneg04G011000.1	ACNE_17771
Aneg10G000950.1	ACNE_17772
Aneg01G009320.1	ACNE_17773
Aneg01G014860.1	ACNE_17774
Aneg02G028450.1	ACNE_17775
Aneg02G030580.1	ACNE_17776
Aneg02G003790.1	ACNE_17777
Aneg11G018830.1	ACNE_17778
Aneg11G007030.1	ACNE_17779
Aneg09G003690.1	ACNE_17780
Aneg12G010350.1	ACNE_17781
Aneg03G004120.1	ACNE_17782
Aneg01G030580.1	ACNE_17783
Aneg01G005870.1	ACNE_17784
Aneg05G024290.1	ACNE_17785
Aneg05G018250.1	ACNE_17786
Aneg06G019730.1	ACNE_17787
Aneg03G025360.1	ACNE_17788
Aneg03G019800.1	ACNE_17789
Aneg13G010020.1	ACNE_17790
Aneg02G020360.1	ACNE_17791
Aneg10G013530.1	ACNE_17792
Aneg08G014160.1	ACNE_17793
Aneg08G019030.1	ACNE_17794
Aneg06G020060.1	ACNE_17795
Aneg08G000760.1	ACNE_17796
Aneg08G010630.1	ACNE_17797
Aneg07G001430.1	ACNE_17798
Aneg13G009850.1	ACNE_17799
Aneg03G005470.1	ACNE_17800
Aneg02G000650.1	ACNE_17801
Aneg13G017320.1	ACNE_17802
Aneg04G002490.1	ACNE_17803
Aneg03G006940.1	ACNE_17804
Aneg02G008300.1	ACNE_17805
Aneg04G016460.1	ACNE_17806
Aneg02G018360.1	ACNE_17807
Aneg01G018300.1	ACNE_17808
Aneg07G014320.1	ACNE_17809
Aneg11G008260.1	ACNE_17810
Aneg02G013340.1	ACNE_17811
Aneg03G019350.1	ACNE_17812
Aneg04G011280.1	ACNE_17813
Aneg03G006710.1	ACNE_17814
Aneg11G008430.1	ACNE_17815
Aneg006S000010.1	ACNE_17816
Aneg07G014420.1	ACNE_17817
Aneg06G014080.1	ACNE_17818
Aneg09G005370.1	ACNE_17819
Aneg10G009190.1	ACNE_17820
Aneg01G014520.1	ACNE_17821
Aneg12G008510.1	ACNE_17822
Aneg06G002810.1	ACNE_17823
Aneg08G008230.1	ACNE_17824
Aneg02G000950.1	ACNE_17825
Aneg06G014910.1	ACNE_17826
Aneg05G008390.1	ACNE_17827
Aneg10G011220.1	ACNE_17828
Aneg02G024330.1	ACNE_17829
Aneg03G026170.1	ACNE_17830
Aneg01G018410.1	ACNE_17831
Aneg04G017710.1	ACNE_17832
Aneg08G016230.1	ACNE_17833
Aneg11G018490.1	ACNE_17834
Aneg11G010660.1	ACNE_17835
Aneg04G017510.1	ACNE_17836
Aneg03G006740.1	ACNE_17837
Aneg01G017330.1	ACNE_17838
Aneg09G005590.1	ACNE_17839
Aneg10G008060.1	ACNE_17840
Aneg13G015540.1	ACNE_17841
Aneg06G002770.1	ACNE_17842
Aneg08G016210.1	ACNE_17843
Aneg05G001550.1	ACNE_17844
Aneg01G005860.1	ACNE_17845
Aneg13G016150.1	ACNE_17846
Aneg01G008840.1	ACNE_17847
Aneg03G012810.1	ACNE_17848
Aneg05G010630.1	ACNE_17849
Aneg08G003370.1	ACNE_17850
Aneg01G000010.1	ACNE_17851
Aneg08G002230.1	ACNE_17852
Aneg02G012370.1	ACNE_17853
Aneg01G007110.1	ACNE_17854
Aneg06G004670.1	ACNE_17855
Aneg10G012130.1	ACNE_17856
Aneg04G023020.1	ACNE_17857
Aneg03G005570.1	ACNE_17858
Aneg05G008180.1	ACNE_17859
Aneg13G014130.1	ACNE_17860
Aneg03G005290.1	ACNE_17861
Aneg11G019000.1	ACNE_17862
Aneg02G006320.1	ACNE_17863
Aneg03G014440.1	ACNE_17864
Aneg01G001370.1	ACNE_17865
Aneg12G004190.1	ACNE_17866
Aneg13G013820.1	ACNE_17867
Aneg01G024790.1	ACNE_17868
Aneg02G025010.1	ACNE_17869
Aneg04G029310.1	ACNE_17870
Aneg09G001250.1	ACNE_17871
Aneg13G010320.1	ACNE_17872
Aneg09G014310.1	ACNE_17873
Aneg07G002830.1	ACNE_17874
Aneg07G012500.1	ACNE_17875
Aneg13G009740.1	ACNE_17876
Aneg10G004830.1	ACNE_17877
Aneg04G027620.1	ACNE_17878
Aneg06G005810.1	ACNE_17879
Aneg04G013530.1	ACNE_17880
