Atru01G000010	Atru.chr1.1
Atru07G014670	Atru.chr7.2125
Atru07G014680	Atru.chr7.2126
Atru07G014690	Atru.chr7.2128
Atru07G014700	Atru.chr7.2129
Atru07G014710	Atru.chr7.2130
Atru07G014720	Atru.chr7.2131
Atru07G014730	Atru.chr7.2132
Atru07G014740	Atru.chr7.2133
Atru07G014750	Atru.chr7.2134
Atru07G014760	Atru.chr7.2135
Atru07G014770	Atru.chr7.2136
Atru07G014780	Atru.chr7.2137
Atru07G014790	Atru.chr7.2138
Atru07G014800	Atru.chr7.2139
Atru07G014810	Atru.chr7.2140
Atru07G014820	Atru.chr7.2141
Atru07G014830	Atru.chr7.2142
Atru07G014840	Atru.chr7.2143
Atru07G014850	Atru.chr7.2144
Atru07G014860	Atru.chr7.2145
Atru07G014870	Atru.chr7.2146
Atru07G014880	Atru.chr7.2147.1
Atru07G014890	Atru.chr7.2148
Atru07G014900	Atru.chr7.2149
Atru07G014910	Atru.chr7.2150
Atru07G014920	Atru.chr7.2151
Atru07G014930	Atru.chr7.2152
Atru07G014940	Atru.chr7.2153
Atru07G014950	Atru.chr7.2154
Atru07G014960	Atru.chr7.2155
Atru07G014970	Atru.chr7.2156
Atru07G014980	Atru.chr7.2157
Atru07G014990	Atru.chr7.2158
Atru07G015000	Atru.chr7.2159
Atru07G015010	Atru.chr7.2160
Atru07G015020	Atru.chr7.2161
Atru07G015030	Atru.chr7.2163
Atru07G015040	Atru.chr7.2164
Atru07G015050	Atru.chr7.2166
Atru07G015060	Atru.chr7.2168
Atru07G015070	Atru.chr7.2169
Atru07G015080	Atru.chr7.2170
Atru07G015090	Atru.chr7.2172
Atru07G015100	Atru.chr7.2173
Atru07G015110	Atru.chr7.2175
Atru07G015120	Atru.chr7.2176
Atru07G015130	Atru.chr7.2182
Atru07G015140	Atru.chr7.2221
Atru07G015150	Atru.chr7.2228
Atru07G015160	Atru.BG.10.p
Atru07G015170	Atru.chr7.2230
Atru07G015180	Atru.chr7.2231
Atru07G015190	Atru.chr7.2235
Atru07G015200	Atru.chr7.2240
Atru07G015210	Atru.chr7.2251
Atru07G015220	Atru.chr7.2253
Atru07G015230	Atru.chr7.2264
Atru07G015240	Atru.chr7.2271
Atru07G015250	Atru.chr7.2272
Atru07G015260	Atru.chr7.2276
Atru07G015270	Atru.chr7.2280
Atru07G015280	Atru.chr7.2282.1
Atru07G015290	Atru.chr7.2285
Atru07G015300	Atru.chr7.2286
Atru07G015310	Atru.chr7.2287
Atru07G015320	Atru.chr7.2288
Atru07G015330	Atru.chr7.2289
Atru07G015340	Atru.chr7.2290
Atru07G015350	Atru.chr7.2292
Atru07G015360	Atru.chr7.2294
Atru07G015370	Atru.chr7.2295
Atru07G015380	Atru.chr7.2296
Atru07G015390	Atru.chr7.2297
Atru07G015400	Atru.chr7.2298
Atru07G015410	Atru.chr7.2299
Atru07G015420	Atru.chr7.2300
Atru07G015430	Atru.chr7.2301
Atru07G015440	Atru.chr7.2302
Atru07G015450	Atru.chr7.2303.1
Atru07G015460	Atru.chr7.2304
Atru07G015470	Atru.chr7.2305
Atru07G015480	Atru.chr7.2306
Atru07G015490	Atru.chr7.2307
Atru07G015500	Atru.chr7.2308
Atru07G015510	Atru.chr7.2309
Atru07G015520	Atru.chr7.2310.2
Atru07G015530	Atru.chr7.2312
Atru07G015540	Atru.chr7.2313
Atru07G015550	Atru.chr7.2314
Atru07G015560	Atru.chr7.2315
Atru07G015570	Atru.chr7.2316
Atru07G015580	Atru.chr7.2317
Atru07G015590	Atru.chr7.2318
Atru07G015600	Atru.chr7.2319
Atru07G015610	Atru.chr7.2320
Atru07G015620	Atru.chr7.2321
Atru07G015630	Atru.chr7.2322
Atru07G015640	Atru.chr7.2323
Atru07G015650	Atru.chr7.2324
Atru07G015660	Atru.chr7.2325
Atru07G015670	Atru.chr7.2326
Atru07G015680	Atru.chr7.2327
Atru07G015690	Atru.chr7.2328
Atru07G015700	Atru.chr7.2329
Atru07G015710	Atru.chr7.2330
Atru07G015720	Atru.chr7.2331
Atru07G015730	Atru.chr7.2333
Atru07G015740	Atru.chr7.2334
Atru07G015750	Atru.chr7.2335
Atru07G015760	Atru.chr7.2340
Atru07G015770	Atru.chr7.2341
Atru07G015780	Atru.chr7.2342
Atru07G015790	Atru.chr7.2343
Atru07G015800	Atru.chr7.2344
Atru07G015810	Atru.chr7.2345
Atru07G015820	Atru.chr7.2346
Atru07G015830	Atru.chr7.2347
Atru07G015840	Atru.chr7.2348
Atru07G015850	Atru.chr7.2349
Atru07G015860	Atru.chr7.2351
Atru07G015870	Atru.chr7.2352
Atru07G015880	Atru.chr7.2353
Atru07G015890	Atru.chr7.2354
Atru07G015900	Atru.chr7.2355
Atru07G015910	Atru.chr7.2357
Atru07G015920	Atru.chr7.2358
Atru07G015930	Atru.chr7.2359
Atru07G015940	Atru.chr7.2360
Atru07G015950	Atru.chr7.2361
Atru07G015960	Atru.chr7.2362
Atru07G015970	Atru.chr7.2363
Atru07G015980	Atru.chr7.2364
Atru07G015990	Atru.chr7.2365
Atru07G016000	Atru.chr7.2366
Atru07G016010	Atru.chr7.2367
Atru07G016020	Atru.chr7.2368
Atru07G016030	Atru.chr7.2369
Atru07G016040	Atru.chr7.2370
Atru07G016050	Atru.chr7.2371
Atru07G016060	Atru.chr7.2372
Atru07G016070	Atru.chr7.2373
Atru07G016080	Atru.chr7.2375
Atru07G016090	Atru.chr7.2376
Atru07G016100	Atru.chr7.2377
Atru07G016110	Atru.chr7.2378
Atru07G016120	Atru.chr7.2379
Atru07G016130	Atru.chr7.2380
Atru07G016140	Atru.chr7.2381
Atru07G016150	Atru.chr7.2382
Atru07G016160	Atru.chr7.2383
Atru07G016170	Atru.chr7.2384
Atru07G016180	Atru.chr7.2385
Atru07G016190	Atru.chr7.2387
Atru07G016200	Atru.chr7.2388
Atru07G016210	Atru.chr7.2389
Atru07G016220	Atru.chr7.2390
Atru07G016230	Atru.chr7.2391
Atru07G016240	Atru.chr7.2392
Atru07G016250	Atru.chr7.2393
Atru07G016260	Atru.chr7.2394
Atru07G016270	Atru.chr7.2395
Atru07G016280	Atru.chr7.2396
Atru07G016290	Atru.chr7.2397
Atru07G016300	Atru.chr7.2398
Atru07G016310	Atru.chr7.2399
Atru07G016320	Atru.chr7.2400
Atru07G016330	Atru.chr7.2401
Atru07G016340	Atru.chr7.2403.2
Atru07G016350	Atru.chr7.2404
Atru07G016360	Atru.chr7.2406
Atru07G016370	Atru.chr7.2407
Atru07G016380	Atru.chr7.2408
Atru07G016390	Atru.chr7.2409
Atru07G016400	Atru.chr7.2410
Atru07G016410	Atru.BG.3.p
Atru07G016420	Atru.chr7.2412
Atru07G016430	Atru.chr7.2413
Atru07G016440	Atru.chr7.2414
Atru07G016450	Atru.chr7.2415
Atru07G016460	Atru.chr7.2416
Atru07G016470	Atru.chr7.2417
Atru07G016480	Atru.chr7.2418
Atru07G016490	Atru.chr7.2419
Atru07G016500	Atru.chr7.2420
Atru07G016510	Atru.chr7.2421.1
Atru07G016520	Atru.chr7.2422
Atru07G016530	Atru.chr7.2423
Atru07G016540	Atru.chr7.2424
Atru07G016550	Atru.chr7.2425
Atru07G016560	Atru.chr7.2426
Atru07G016570	Atru.chr7.2427
Atru07G016580	Atru.chr7.2428
Atru07G016590	Atru.chr7.2429
Atru07G016600	Atru.chr7.2430
Atru07G016610	Atru.chr7.2431
Atru07G016620	Atru.chr7.2432
Atru07G016630	Atru.chr7.2433
Atru07G016640	Atru.chr7.2434
Atru07G016650	Atru.chr7.2435
Atru07G016660	Atru.chr7.2436
Atru07G016670	Atru.chr7.2437
Atru07G016680	Atru.chr7.2438
Atru07G016690	Atru.chr7.2439
Atru07G016700	Atru.chr7.2440
Atru07G016710	Atru.chr7.2441
Atru07G016720	Atru.chr7.2442
Atru07G016730	Atru.chr7.2443
Atru07G016740	Atru.chr7.2444.2
Atru07G016750	Atru.chr7.2445
Atru07G016760	Atru.chr7.2446
Atru07G016770	Atru.chr7.2448
Atru07G016780	Atru.chr7.2453
Atru07G016790	Atru.chr7.2454
Atru07G016800	Atru.chr7.2455
Atru07G016810	Atru.chr7.2456
Atru07G016820	Atru.chr7.2457
Atru07G016830	Atru.chr7.2458
Atru07G016840	Atru.chr7.2459
Atru07G016850	Atru.chr7.2460
Atru07G016860	Atru.chr7.2461
Atru07G016870	Atru.chr7.2462
Atru07G016880	Atru.chr7.2463
Atru07G016890	Atru.chr7.2464
Atru07G016900	Atru.chr7.2465
Atru07G016910	Atru.chr7.2466
Atru07G016920	Atru.chr7.2467
Atru07G016930	Atru.chr7.2468
Atru07G016940	Atru.chr7.2469
Atru07G016950	Atru.chr7.2470
Atru07G016960	Atru.chr7.2471
Atru07G016970	Atru.chr7.2472
Atru07G016980	Atru.chr7.2473
Atru07G016990	Atru.chr7.2474
Atru07G017000	Atru.chr7.2476
Atru07G017010	Atru.chr7.2477
Atru07G017020	Atru.chr7.2478
Atru07G017030	Atru.chr7.2479
Atru07G017040	Atru.chr7.2480
Atru07G017050	Atru.chr7.2481
Atru07G017060	Atru.chr7.2482
Atru07G017070	Atru.chr7.2483
Atru07G017080	Atru.chr7.2484
Atru07G017090	Atru.chr7.2485
Atru07G017100	Atru.chr7.2486
Atru07G017110	Atru.chr7.2487
Atru07G017120	Atru.chr7.2488
Atru07G017130	Atru.chr7.2489
Atru07G017140	Atru.chr7.2490
Atru07G017150	Atru.chr7.2491
Atru07G017160	Atru.chr7.2492
Atru07G017170	Atru.chr7.2493
Atru07G017180	Atru.chr7.2494
Atru07G017190	Atru.chr7.2495
Atru07G017200	Atru.chr7.2496
Atru07G017210	Atru.chr7.2497
Atru07G017220	Atru.chr7.2498
Atru07G017230	Atru.chr7.2499
Atru07G017240	Atru.chr7.2500.2
Atru07G017250	Atru.chr7.2501
Atru07G017260	Atru.chr7.2502
Atru07G017270	Atru.chr7.2503_Atru.chr7.2504
Atru07G017280	Atru.chr7.2505
Atru07G017290	Atru.chr7.2506
Atru07G017300	Atru.chr7.2507
Atru07G017310	Atru.chr7.2508
Atru07G017320	Atru.chr7.2509
Atru07G017330	Atru.chr7.2512
Atru07G017340	Atru.chr7.2513
Atru07G017350	Atru.chr7.2514
Atru07G017360	Atru.chr7.2515
Atru07G017370	Atru.chr7.2516
Atru07G017380	Atru.chr7.2518
Atru07G017390	Atru.chr7.2520
Atru07G017400	Atru.chr7.2521.3
Atru07G017410	Atru.chr7.2522
Atru07G017420	Atru.chr7.2523
Atru07G017430	Atru.chr7.2524
Atru07G017440	Atru.chr7.2525
Atru07G017450	Atru.chr7.2526
Atru07G017460	Atru.chr7.2527
Atru07G017470	Atru.chr7.2528
Atru07G017480	Atru.chr7.2530
Atru07G017490	Atru.chr7.2531
Atru07G017500	Atru.chr7.2532
Atru07G017510	Atru.chr7.2533
Atru07G017520	Atru.chr7.2534
Atru07G017530	Atru.chr7.2535
Atru07G017540	Atru.chr7.2536
Atru07G017550	Atru.chr7.2537
Atru07G017560	Atru.chr7.2538
Atru07G017570	Atru.chr7.2540
Atru07G017580	Atru.chr7.2541
Atru07G017590	Atru.chr7.2542
Atru07G017600	Atru.chr7.2543
Atru07G017610	Atru.chr7.2544
Atru07G017620	Atru.chr7.2545
Atru07G017630	Atru.chr7.2546
Atru07G017640	Atru.chr7.2547
Atru07G017650	Atru.chr7.2548
Atru07G017660	Atru.chr7.2549
Atru07G017670	Atru.chr7.2550
Atru07G017680	Atru.chr7.2551
Atru07G017690	Atru.chr7.2552
Atru07G017700	Atru.chr7.2553
Atru07G017710	Atru.chr7.2554
Atru07G017720	Atru.chr7.2555
Atru07G017730	Atru.chr7.2556
Atru07G017740	Atru.chr7.2557
Atru07G017750	Atru.chr7.2558
Atru07G017760	Atru.chr7.2559
Atru07G017770	Atru.chr7.2560
Atru07G017780	Atru.chr7.2561
Atru07G017790	Atru.chr7.2562
Atru07G017800	Atru.chr7.2563
Atru07G017810	Atru.chr7.2564
Atru07G017820	Atru.chr7.2565
Atru07G017830	Atru.chr7.2566
Atru07G017840	Atru.chr7.2567
Atru07G017850	Atru.chr7.2568
Atru07G017860	Atru.chr7.2571
Atru07G017870	Atru.BG.19.p
Atru07G017880	Atru.chr7.2573
Atru07G017890	Atru.chr7.2574
Atru07G017900	Atru.chr7.2575
Atru07G017910	Atru.chr7.2576
Atru07G017920	Atru.chr7.2577
Atru07G017930	Atru.chr7.2578
Atru07G017940	Atru.chr7.2579
Atru07G017950	Atru.chr7.2580
Atru07G017960	Atru.chr7.2581
Atru07G017970	Atru.chr7.2582
Atru07G017980	Atru.chr7.2583.1
Atru07G017990	Atru.chr7.2584
Atru07G018000	Atru.chr7.2585
Atru07G018010	Atru.chr7.2586
Atru07G018020	Atru.chr7.2587
Atru07G018030	Atru.chr7.2589
Atru07G018040	Atru.chr7.2590
Atru07G018050	Atru.chr7.2591
Atru07G018060	Atru.chr7.2592
Atru07G018070	Atru.chr7.2595
Atru07G018080	Atru.chr7.2596
Atru07G018090	Atru.chr7.2597
Atru07G018100	Atru.chr7.2598
Atru07G018110	Atru.BG.5.p
Atru07G018120	Atru.chr7.2601
Atru07G018130	Atru.chr7.2602
Atru07G018140	Atru.chr7.2603
Atru07G018150	Atru.chr7.2604
Atru07G018160	Atru.chr7.2605
Atru07G018170	Atru.chr7.2606
Atru07G018180	Atru.chr7.2607
Atru07G018190	Atru.chr7.2608
Atru07G018200	Atru.chr7.2609_Atru.chr7.2610
Atru07G018210	Atru.chr7.2611
Atru07G018220	Atru.chr7.2612
Atru07G018230	Atru.chr7.2613
Atru07G018240	Atru.chr7.2614
Atru07G018250	Atru.chr7.2615_Atru.chr7.2616
Atru07G018260	Atru.chr7.2617
Atru07G018270	Atru.chr7.2618
Atru07G018280	Atru.chr7.2619
Atru07G018290	Atru.chr7.2620
Atru07G018300	Atru.chr7.2621
Atru07G018310	Atru.chr7.2622
Atru07G018320	Atru.chr7.2623
Atru07G018330	Atru.chr7.2624
Atru07G018340	Atru.chr7.2625
Atru07G018350	Atru.chr7.2626
Atru07G018360	Atru.chr7.2627
Atru07G018370	Atru.chr7.2628
Atru07G018380	Atru.chr7.2629
Atru07G018390	Atru.chr7.2630.10
Atru07G018400	Atru.chr7.2631
Atru07G018410	Atru.chr7.2632
Atru07G018420	Atru.chr7.2633
Atru07G018430	Atru.chr7.2634
Atru07G018440	Atru.chr7.2635
Atru07G018450	Atru.chr7.2637.1
Atru07G018460	Atru.chr7.2638
Atru07G018470	Atru.chr7.2639
Atru07G018480	Atru.chr7.2640
Atru07G018490	Atru.chr7.2642
Atru07G018500	Atru.chr7.2644
Atru07G018510	Atru.chr7.2645
Atru07G018520	Atru.chr7.2646
Atru07G018530	Atru.BG.4.p
Atru07G018540	Atru.chr7.2649
Atru07G018550	Atru.chr7.2650
Atru07G018560	Atru.chr7.2651
Atru07G018570	Atru.chr7.2652
Atru07G018580	Atru.chr7.2653
Atru07G018590	Atru.chr7.2654
Atru07G018600	Atru.chr7.2655
Atru07G018610	Atru.chr7.2656
Atru07G018620	Atru.chr7.2657
Atru07G018630	Atru.chr7.2658
Atru07G018640	Atru.chr7.2659
Atru07G018650	Atru.chr7.2660
Atru07G018660	Atru.chr7.2661
Atru07G018670	Atru.chr7.2662
Atru07G018680	Atru.chr7.2663
Atru07G018690	Atru.chr7.2664
Atru07G018700	Atru.chr7.2665.1
Atru07G018710	Atru.chr7.2666
Atru07G018720	Atru.chr7.2667
Atru07G018730	Atru.chr7.2668
Atru07G018740	Atru.chr7.2669
Atru07G018750	Atru.chr7.2670.4
Atru07G018760	Atru.chr7.2671
Atru07G018770	Atru.chr7.2672
Atru07G018780	Atru.chr7.2673
Atru07G018790	Atru.chr7.2674
Atru07G018800	Atru.chr7.2675
Atru07G018810	Atru.chr7.2676
Atru07G018820	Atru.chr7.2677
Atru07G018830	Atru.chr7.2678
Atru07G018840	Atru.chr7.2679.1
Atru07G018850	Atru.chr7.2680
Atru07G018860	Atru.chr7.2681
Atru07G018870	Atru.chr7.2682
Atru07G018880	Atru.chr7.2683
Atru07G018890	Atru.chr7.2684
Atru07G018900	Atru.chr7.2685
Atru07G018910	Atru.chr7.2686
Atru07G018920	Atru.chr7.2687.1
Atru07G018930	Atru.chr7.2688
Atru07G018940	Atru.chr7.2689
Atru07G018950	Atru.chr7.2690
Atru07G018960	Atru.chr7.2691
Atru07G018970	Atru.chr7.2692
Atru07G018980	Atru.chr7.2693
Atru07G018990	Atru.chr7.2694
Atru07G019000	Atru.chr7.2695
Atru07G019010	Atru.chr7.2696
Atru07G019020	Atru.chr7.2698
Atru07G019030	Atru.chr7.2699
Atru07G019040	Atru.chr7.2700
Atru07G019050	Atru.chr7.2702
Atru07G019060	Atru.chr7.2703
Atru07G019070	Atru.chr7.2704
Atru07G019080	Atru.chr7.2705
Atru07G019090	Atru.chr7.2706
Atru07G019100	Atru.chr7.2707
Atru07G019110	Atru.chr7.2708
Atru07G019120	Atru.chr7.2709
Atru07G019130	Atru.chr7.2710
Atru07G019140	Atru.chr7.2711
Atru07G019150	Atru.chr7.2712
Atru07G019160	Atru.chr7.2713
Atru07G019170	Atru.chr7.2714.4
Atru07G019180	Atru.chr7.2715
Atru07G019190	Atru.chr7.2716
Atru07G019200	Atru.chr7.2717
Atru08G000010	Atru.chr8.2
Atru08G000020	Atru.chr8.3
Atru08G000030	Atru.chr8.5
Atru08G000040	Atru.chr8.7
Atru08G000050	Atru.chr8.14
Atru08G000060	Atru.chr8.16
Atru08G000070	Atru.chr8.17
Atru08G000080	Atru.chr8.18.10
Atru08G000090	Atru.chr8.19_Atru.chr8.20
Atru08G000100	Atru.chr8.24
Atru08G000110	Atru.chr8.25
Atru08G000120	Atru.chr8.26
Atru08G000130	Atru.chr8.27
Atru08G000140	Atru.chr8.28
Atru08G000150	Atru.chr8.29
Atru08G000160	Atru.chr8.30
Atru08G000170	Atru.chr8.31
Atru08G000180	Atru.chr8.33
Atru08G000190	Atru.chr8.34
Atru08G000200	Atru.chr8.35
Atru08G000210	Atru.chr8.37
Atru08G000220	Atru.chr8.38
Atru08G000230	Atru.chr8.39
Atru08G000240	Atru.chr8.40
Atru08G000250	Atru.chr8.41
Atru08G000260	Atru.chr8.42
Atru08G000270	Atru.chr8.43
Atru08G000280	Atru.chr8.44
Atru08G000290	Atru.chr8.46
Atru08G000300	Atru.chr8.48
Atru08G000310	Atru.chr8.49
Atru08G000320	Atru.chr8.50
Atru08G000330	Atru.chr8.51
Atru08G000340	Atru.chr8.54
Atru08G000350	Atru.chr8.56
Atru08G000360	Atru.chr8.57
Atru08G000370	Atru.chr8.58
Atru08G000380	Atru.chr8.59
Atru08G000390	Atru.chr8.60
Atru08G000400	Atru.chr8.61
Atru08G000410	Atru.chr8.62
Atru08G000420	Atru.chr8.63
Atru08G000430	Atru.chr8.64
Atru08G000440	Atru.chr8.66
Atru08G000450	Atru.chr8.65
Atru08G000460	Atru.chr8.67
Atru08G000470	Atru.chr8.70
Atru08G000480	Atru.chr8.71
Atru08G000490	Atru.chr8.72
Atru08G000500	Atru.chr8.73
Atru08G000510	Atru.chr8.74
Atru08G000520	Atru.chr8.76
Atru08G000530	Atru.chr8.77
Atru08G000540	Atru.chr8.78
Atru08G000550	Atru.chr8.79
Atru08G000560	Atru.chr8.80
Atru08G000570	Atru.chr8.81
Atru08G000580	Atru.chr8.82
Atru08G000590	Atru.chr8.83
Atru08G000600	Atru.chr8.84
Atru08G000610	Atru.chr8.85
Atru08G000620	Atru.chr8.86
Atru08G000630	Atru.chr8.87
Atru08G000640	Atru.chr8.88
Atru08G000650	Atru.chr8.89
Atru08G000660	Atru.chr8.90
Atru08G000670	Atru.chr8.91
Atru08G000680	Atru.chr8.92
Atru08G000690	Atru.chr8.93
Atru08G000700	Atru.chr8.94
Atru08G000710	Atru.chr8.95
Atru08G000720	Atru.chr8.96
Atru08G000730	Atru.chr8.97
Atru08G000740	Atru.chr8.100
Atru08G000750	Atru.chr8.101
Atru08G000760	Atru.chr8.105
Atru08G000770	Atru.chr8.106
Atru08G000780	Atru.chr8.108
Atru08G000790	Atru.chr8.109
Atru08G000800	Atru.chr8.110
Atru08G000810	Atru.chr8.112
Atru08G000820	Atru.chr8.113.1
Atru08G000830	Atru.chr8.114
Atru08G000840	Atru.chr8.116
Atru08G000850	Atru.chr8.117
Atru08G000860	Atru.chr8.120
Atru08G000870	Atru.chr8.121
Atru08G000880	Atru.chr8.124
Atru08G000890	Atru.chr8.125
Atru08G000900	Atru.chr8.129.2
Atru08G000910	Atru.chr8.132
Atru08G000920	Atru.chr8.133
Atru08G000930	Atru.chr8.135
Atru08G000940	Atru.chr8.136
Atru08G000950	Atru.chr8.138
Atru08G000960	Atru.chr8.140
Atru08G000970	Atru.chr8.141
Atru08G000980	Atru.chr8.142
Atru08G000990	Atru.chr8.143
Atru08G001000	Atru.chr8.144
Atru08G001010	Atru.chr8.145
Atru08G001020	Atru.chr8.147
Atru08G001030	Atru.chr8.148
Atru08G001040	Atru.chr8.149
Atru08G001050	Atru.chr8.151
Atru08G001060	Atru.chr8.154
Atru08G001070	Atru.chr8.155
Atru08G001080	Atru.chr8.156
Atru08G001090	Atru.chr8.160
Atru08G001100	Atru.chr8.162
Atru08G001110	Atru.chr8.164
Atru08G001120	Atru.chr8.167
Atru08G001130	Atru.BG.212.p
Atru08G001140	Atru.chr8.172
Atru08G001150	Atru.chr8.173
Atru08G001160	Atru.chr8.174
Atru08G001170	Atru.chr8.177
Atru08G001180	Atru.chr8.178
Atru08G001190	Atru.chr8.179
Atru08G001200	Atru.chr8.180
Atru08G001210	Atru.chr8.181
Atru08G001220	Atru.chr8.183
Atru08G001230	Atru.chr8.186
Atru08G001240	Atru.chr8.189
Atru08G001250	Atru.chr8.191
Atru08G001260	Atru.chr8.192
Atru08G001270	Atru.chr8.193
Atru08G001280	Atru.chr8.195
Atru08G001290	Atru.chr8.197
Atru08G001300	Atru.chr8.198
Atru08G001310	Atru.chr8.207
Atru08G001320	Atru.chr8.210
Atru08G001330	Atru.chr8.213
Atru08G001340	Atru.chr8.214
Atru08G001350	Atru.chr8.215
Atru08G001360	Atru.chr8.218
Atru08G001370	Atru.chr8.225
Atru08G001380	Atru.chr8.226
Atru08G001390	Atru.chr8.227
Atru08G001400	Atru.chr8.235
Atru08G001410	Atru.chr8.237
Atru08G001420	Atru.chr8.239
Atru08G001430	Atru.chr8.243
Atru08G001440	Atru.chr8.250
Atru08G001450	Atru.chr8.255
Atru08G001460	Atru.chr8.264
Atru08G001470	Atru.chr8.265
Atru08G001480	Atru.chr8.276
Atru08G001490	Atru.chr8.277
Atru08G001500	Atru.chr8.280
Atru08G001510	Atru.chr8.281
Atru08G001520	Atru.chr8.282
Atru08G001530	Atru.chr8.283
Atru08G001540	Atru.chr8.285
Atru08G001550	Atru.chr8.287.2
Atru08G001560	Atru.chr8.290
Atru08G001570	Atru.chr8.291
Atru08G001580	Atru.chr8.292
Atru08G001590	Atru.chr8.295
Atru08G001600	Atru.chr8.298
Atru08G001610	Atru.chr8.301
Atru08G001620	Atru.chr8.307
Atru08G001630	Atru.chr8.308
Atru08G001640	Atru.chr8.311
Atru08G001650	Atru.chr8.312.1
Atru08G001660	Atru.chr8.314
Atru08G001670	Atru.chr8.315.1
Atru08G001680	Atru.chr8.316.3
Atru08G001690	Atru.chr8.317
Atru08G001700	Atru.chr8.319
Atru08G001710	Atru.chr8.320
Atru08G001720	Atru.chr8.321
Atru08G001730	Atru.chr8.322
Atru08G001740	Atru.chr8.323
Atru08G001750	Atru.chr8.324
Atru08G001760	Atru.chr8.325
Atru08G001770	Atru.chr8.329
Atru08G001780	Atru.chr8.330
Atru08G001790	Atru.chr8.331
Atru08G001800	Atru.chr8.332
Atru08G001810	Atru.chr8.334
Atru08G001820	Atru.chr8.335
Atru08G001830	Atru.chr8.337
Atru08G001840	Atru.chr8.339
Atru08G001850	Atru.chr8.343
Atru08G001860	Atru.chr8.344
Atru08G001870	Atru.chr8.345
Atru08G001880	Atru.chr8.352
Atru08G001890	Atru.chr8.353
Atru08G001900	Atru.chr8.354
Atru08G001910	Atru.chr8.355
Atru08G001920	Atru.chr8.362
Atru08G001930	Atru.chr8.363
Atru08G001940	Atru.chr8.364
Atru08G001950	Atru.chr8.365
Atru08G001960	Atru.chr8.366
Atru08G001970	Atru.chr8.368
Atru08G001980	Atru.chr8.370
Atru08G001990	Atru.chr8.371
Atru08G002000	Atru.chr8.373
Atru08G002010	Atru.chr8.377
Atru08G002020	Atru.chr8.382
Atru08G002030	Atru.chr8.386
Atru08G002040	Atru.chr8.387
Atru08G002050	Atru.chr8.388
Atru08G002060	Atru.chr8.389
Atru08G002070	Atru.chr8.390
Atru08G002080	Atru.chr8.394
Atru08G002090	Atru.chr8.398
Atru08G002100	Atru.chr8.399
Atru08G002110	Atru.chr8.400.1
Atru08G002120	Atru.chr8.402
Atru08G002130	Atru.chr8.405
Atru08G002140	Atru.chr8.406
Atru08G002150	Atru.chr8.407
Atru08G002160	Atru.chr8.408
Atru08G002170	Atru.chr8.409
Atru08G002180	Atru.chr8.413
Atru08G002190	Atru.chr8.414
Atru08G002200	Atru.chr8.415
Atru08G002210	Atru.chr8.417
Atru08G002220	Atru.chr8.418
Atru08G002230	Atru.chr8.419
Atru08G002240	Atru.chr8.420
Atru08G002250	Atru.chr8.421
Atru08G002260	Atru.chr8.422
Atru08G002270	Atru.chr8.423
Atru08G002280	Atru.chr8.426
Atru08G002290	Atru.chr8.427
Atru08G002300	Atru.chr8.428
Atru08G002310	Atru.chr8.429
Atru08G002320	Atru.chr8.430
Atru08G002330	Atru.chr8.433
Atru08G002340	Atru.chr8.434
Atru08G002350	Atru.chr8.438
Atru08G002360	Atru.chr8.443
Atru08G002370	Atru.chr8.445
Atru08G002380	Atru.chr8.447
Atru08G002390	Atru.chr8.448
Atru08G002400	Atru.chr8.456
Atru08G002410	Atru.chr8.457
Atru08G002420	Atru.chr8.458
Atru08G002430	Atru.chr8.461.2
Atru08G002440	Atru.chr8.463
Atru08G002450	Atru.chr8.464
Atru08G002460	Atru.BG.209.p
Atru08G002470	Atru.chr8.471
Atru08G002480	Atru.chr8.475
Atru08G002490	Atru.chr8.478
Atru08G002500	Atru.chr8.479.2
Atru08G002510	Atru.chr8.480
Atru08G002520	Atru.chr8.481
Atru08G002530	Atru.chr8.482
Atru08G002540	Atru.chr8.484
Atru08G002550	Atru.chr8.486
Atru08G002560	Atru.chr8.490
Atru08G002570	Atru.chr8.491
Atru08G002580	Atru.chr8.492
Atru08G002590	Atru.chr8.499
Atru08G002600	Atru.chr8.504.1
Atru08G002610	Atru.chr8.505
Atru08G002620	Atru.chr8.506
Atru08G002630	Atru.chr8.508
Atru08G002640	Atru.chr8.510
Atru08G002650	Atru.chr8.511
Atru08G002660	Atru.chr8.512
Atru08G002670	Atru.chr8.513
Atru08G002680	Atru.chr8.516
Atru08G002690	Atru.chr8.521
Atru08G002700	Atru.chr8.522
Atru08G002710	Atru.chr8.529
Atru08G002720	Atru.chr8.530
Atru08G002730	Atru.chr8.531
Atru08G002740	Atru.chr8.532
Atru08G002750	Atru.chr8.533
Atru08G002760	Atru.chr8.535
Atru08G002770	Atru.chr8.536
Atru08G002780	Atru.chr8.539
Atru08G002790	Atru.chr8.541
Atru08G002800	Atru.chr8.549
Atru08G002810	Atru.chr8.552
Atru08G002820	Atru.chr8.555
Atru08G002830	Atru.chr8.556
Atru08G002840	Atru.chr8.557
Atru08G002850	Atru.chr8.558
Atru08G002860	Atru.chr8.559
Atru08G002870	Atru.chr8.560
Atru08G002880	Atru.chr8.561
Atru08G002890	Atru.chr8.562
Atru08G002900	Atru.chr8.563
Atru08G002910	Atru.chr8.564
