Asac12G016960.1	ACSA_00001
Asac09G024730.1	ACSA_16160
Asac02G012480.1	ACSA_16161
Asac13G008740.1	ACSA_16162
Asac02G031500.1	ACSA_16163
Asac12G024730.1	ACSA_16164
Asac13G001750.1	ACSA_16165
Asac08G018780.1	ACSA_16166
Asac05G030130.1	ACSA_16167
Asac08G018990.1	ACSA_16168
Asac03G001480.1	ACSA_16169
Asac09G006710.1	ACSA_16170
Asac02G000140.1	ACSA_16171
Asac03G005080.1	ACSA_16172
Asac11G009330.1	ACSA_16173
Asac05G031380.1	ACSA_16174
Asac08G003770.1	ACSA_16175
Asac13G009030.1	ACSA_16176
Asac02G007280.1	ACSA_16177
Asac03G019980.1	ACSA_16178
Asac10G023960.1	ACSA_16179
Asac05G009430.1	ACSA_16180
Asac10G011410.1	ACSA_16181
Asac04G013860.1	ACSA_16182
Asac10G014600.1	ACSA_16183
Asac12G003400.1	ACSA_16184
Asac09G013590.1	ACSA_16185
Asac03G012830.1	ACSA_16186
Asac05G019450.1	ACSA_16187
Asac08G021770.1	ACSA_16188
Asac10G024180.1	ACSA_16189
Asac08G019530.1	ACSA_16190
Asac01G028050.1	ACSA_16191
Asac03G001650.1	ACSA_16192
Asac182S000010.1	ACSA_16193
Asac01G022770.1	ACSA_16194
Asac08G011630.1	ACSA_16195
Asac12G012410.1	ACSA_16196
Asac07G017830.1	ACSA_16197
Asac02G032280.1	ACSA_16198
Asac03G002720.1	ACSA_16199
Asac13G020490.1	ACSA_16200
Asac08G011670.1	ACSA_16201
Asac127S000010.1	ACSA_16202
Asac02G008400.1	ACSA_16203
Asac06G025960.1	ACSA_16204
Asac09G019260.1	ACSA_16205
Asac01G008740.1	ACSA_16206
Asac01G020570.1	ACSA_16207
Asac13G001460.1	ACSA_16208
Asac07G010080.1	ACSA_16209
Asac02G005510.1	ACSA_16210
Asac03G003560.1	ACSA_16211
Asac03G004160.1	ACSA_16212
Asac02G018120.1	ACSA_16213
Asac07G019030.1	ACSA_16214
Asac03G031080.1	ACSA_16215
Asac03G025880.1	ACSA_16216
Asac10G024300.1	ACSA_16217
Asac08G023660.1	ACSA_16218
Asac06G002530.1	ACSA_16219
Asac09G018970.1	ACSA_16220
Asac11G012070.1	ACSA_16221
Asac01G024440.1	ACSA_16222
Asac04G019870.1	ACSA_16223
Asac13G003530.1	ACSA_16224
Asac01G001420.1	ACSA_16225
Asac04G007630.1	ACSA_16226
Asac179S000040.1	ACSA_16227
Asac11G022640.1	ACSA_16228
Asac07G016610.1	ACSA_16229
Asac02G023560.1	ACSA_16230
Asac08G008970.1	ACSA_16231
Asac12G007170.1	ACSA_16232
Asac05G033630.1	ACSA_16233
Asac09G010610.1	ACSA_16234
Asac12G021560.1	ACSA_16235
Asac08G002960.1	ACSA_16236
Asac04G003500.1	ACSA_16237
Asac03G006690.1	ACSA_16238
Asac05G033180.1	ACSA_16239
Asac07G003340.1	ACSA_16240
Asac03G030810.1	ACSA_16241
Asac09G006690.1	ACSA_16242
Asac01G005240.1	ACSA_16243
Asac10G010820.1	ACSA_16244
Asac03G028650.1	ACSA_16245
Asac08G010530.1	ACSA_16246
Asac01G037770.1	ACSA_16247
Asac06G011310.1	ACSA_16248
Asac09G001280.1	ACSA_16249
Asac12G006620.1	ACSA_16250
Asac04G024070.1	ACSA_16251
Asac03G010150.1	ACSA_16252
Asac11G020920.1	ACSA_16253
Asac11G007570.1	ACSA_16254
Asac03G026000.1	ACSA_16255
Asac11G014640.1	ACSA_16256
Asac11G013070.1	ACSA_16257
Asac05G021390.1	ACSA_16258
Asac09G015590.1	ACSA_16259
Asac03G006540.1	ACSA_16260
Asac11G012910.1	ACSA_16261
Asac07G003500.1	ACSA_16262
Asac05G018630.1	ACSA_16263
Asac12G003070.1	ACSA_16264
Asac01G012270.1	ACSA_16265
Asac05G001970.1	ACSA_16266
Asac02G036030.1	ACSA_16267
Asac10G015990.1	ACSA_16268
Asac05G030190.1	ACSA_16269
Asac04G016580.1	ACSA_16270
Asac11G004690.1	ACSA_16271
Asac03G033140.1	ACSA_16272
Asac05G022410.1	ACSA_16273
Asac12G009120.1	ACSA_16274
Asac04G006510.1	ACSA_16275
Asac06G026110.1	ACSA_16276
Asac02G039000.1	ACSA_16277
Asac01G006500.1	ACSA_16278
Asac01G009340.1	ACSA_16279
Asac06G023370.1	ACSA_16280
Asac02G010380.1	ACSA_16281
Asac12G004850.1	ACSA_16282
Asac03G005060.1	ACSA_16283
Asac02G001660.1	ACSA_16284
Asac08G022490.1	ACSA_16285
Asac08G016530.1	ACSA_16286
Asac12G003970.1	ACSA_16287
Asac03G003960.1	ACSA_16288
Asac07G022330.1	ACSA_16289
Asac03G003980.1	ACSA_16290
Asac09G014180.1	ACSA_16291
Asac05G029460.1	ACSA_16292
Asac09G029440.1	ACSA_16293
Asac04G001900.1	ACSA_16294
Asac03G008940.1	ACSA_16295
Asac11G016410.1	ACSA_16296
Asac09G006020.1	ACSA_16297
Asac05G002300.1	ACSA_16298
Asac12G002480.1	ACSA_16299
Asac09G001910.1	ACSA_16300
Asac01G015020.1	ACSA_16301
Asac03G018840.1	ACSA_16302
Asac12G018330.1	ACSA_16303
Asac11G009010.1	ACSA_16304
Asac07G020190.1	ACSA_16305
Asac08G026040.1	ACSA_16306
Asac07G016950.1	ACSA_16307
Asac09G019060.1	ACSA_16308
Asac06G002720.1	ACSA_16309
Asac05G015040.1	ACSA_16310
Asac02G041250.1	ACSA_16311
Asac02G016320.1	ACSA_16312
Asac09G013180.1	ACSA_16313
Asac13G012340.1	ACSA_16314
Asac12G006440.1	ACSA_16315
Asac02G016670.1	ACSA_16316
Asac07G008990.1	ACSA_16317
Asac09G021420.1	ACSA_16318
Asac11G006470.1	ACSA_16319
Asac01G035460.1	ACSA_16320
Asac13G011380.1	ACSA_16321
Asac03G017010.1	ACSA_16322
Asac10G010540.1	ACSA_16323
Asac370S000150.1	ACSA_16324
Asac03G031170.1	ACSA_16325
Asac11G003150.1	ACSA_16326
Asac06G004300.1	ACSA_16327
Asac10G021970.1	ACSA_16328
Asac05G003410.1	ACSA_16329
Asac09G022240.1	ACSA_16330
Asac01G023800.1	ACSA_16331
Asac06G024470.1	ACSA_16332
Asac07G024120.1	ACSA_16333
Asac10G019470.1	ACSA_16334
Asac08G025350.1	ACSA_16335
Asac13G002810.1	ACSA_16336
Asac04G006040.1	ACSA_16337
Asac03G011010.1	ACSA_16338
Asac01G009610.1	ACSA_16339
Asac05G022130.1	ACSA_16340
Asac12G014590.1	ACSA_16341
Asac05G013300.1	ACSA_16342
Asac12G011520.1	ACSA_16343
Asac13G007530.1	ACSA_16344
Asac09G027850.1	ACSA_16345
Asac01G011150.1	ACSA_16346
Asac07G000820.1	ACSA_16347
Asac03G014720.1	ACSA_16348
Asac03G032180.1	ACSA_16349
Asac07G010110.1	ACSA_16350
Asac09G007780.1	ACSA_16351
Asac06G012080.1	ACSA_16352
Asac10G007360.1	ACSA_16353
Asac08G025500.1	ACSA_16354
Asac11G010260.1	ACSA_16355
Asac02G018690.1	ACSA_16356
Asac06G016010.1	ACSA_16357
Asac05G004050.1	ACSA_16358
Asac02G000460.1	ACSA_16359
Asac01G018870.1	ACSA_16360
Asac04G006360.1	ACSA_16361
Asac01G024240.1	ACSA_16362
Asac05G005400.1	ACSA_16363
Asac06G004820.1	ACSA_16364
Asac03G013050.1	ACSA_16365
Asac01G029870.1	ACSA_16366
Asac04G018690.1	ACSA_16367
Asac03G004200.1	ACSA_16368
Asac06G020240.1	ACSA_16369
Asac08G023680.1	ACSA_16370
Asac04G021000.1	ACSA_16371
Asac05G029850.1	ACSA_16372
Asac09G007380.1	ACSA_16373
Asac04G004060.1	ACSA_16374
Asac05G020810.1	ACSA_16375
Asac04G024320.1	ACSA_16376
Asac07G021740.1	ACSA_16377
Asac01G038350.1	ACSA_16378
Asac04G007890.1	ACSA_16379
Asac13G009370.1	ACSA_16380
Asac06G013710.1	ACSA_16381
Asac08G024470.1	ACSA_16382
Asac04G003040.1	ACSA_16383
Asac02G018860.1	ACSA_16384
Asac01G024140.1	ACSA_16385
Asac01G011930.1	ACSA_16386
Asac04G013090.1	ACSA_16387
Asac08G020910.1	ACSA_16388
Asac01G013260.1	ACSA_16389
Asac03G012000.1	ACSA_16390
Asac12G009200.1	ACSA_16391
Asac02G025950.1	ACSA_16392
Asac09G001560.1	ACSA_16393
Asac01G025730.1	ACSA_16394
Asac01G037600.1	ACSA_16395
Asac10G022970.1	ACSA_16396
Asac08G006970.1	ACSA_16397
Asac12G004790.1	ACSA_16398
Asac03G003170.1	ACSA_16399
Asac06G017890.1	ACSA_16400
Asac03G030140.1	ACSA_16401
Asac05G014440.1	ACSA_16402
Asac07G011660.1	ACSA_16403
Asac08G005220.1	ACSA_16404
Asac05G025290.1	ACSA_16405
Asac05G020500.1	ACSA_16406
Asac07G005850.1	ACSA_16407
Asac03G028180.1	ACSA_16408
Asac02G002450.1	ACSA_16409
Asac10G008900.1	ACSA_16410
Asac08G021250.1	ACSA_16411
Asac11G013410.1	ACSA_16412
Asac04G010490.1	ACSA_16413
Asac10G003870.1	ACSA_16414
Asac08G005380.1	ACSA_16415
Asac01G009540.1	ACSA_16416
Asac01G005960.1	ACSA_16417
Asac08G014620.1	ACSA_16418
Asac03G033330.1	ACSA_16419
Asac01G005880.1	ACSA_16420
Asac05G029110.1	ACSA_16421
Asac01G020820.1	ACSA_16422
Asac08G004030.1	ACSA_16423
Asac13G014750.1	ACSA_16424
Asac08G003010.1	ACSA_16425
Asac05G017540.1	ACSA_16426
Asac11G007070.1	ACSA_16427
Asac03G030170.1	ACSA_16428
Asac01G024110.1	ACSA_16429
Asac05G022170.1	ACSA_16430
Asac02G019930.1	ACSA_16431
Asac10G010290.1	ACSA_16432
Asac01G029080.1	ACSA_16433
Asac12G025040.1	ACSA_16434
Asac04G010960.1	ACSA_16435
Asac02G017150.1	ACSA_16436
Asac155S000020.1	ACSA_16437
Asac06G010660.1	ACSA_16438
Asac01G019530.1	ACSA_16439
Asac10G024650.1	ACSA_16440
Asac02G028550.1	ACSA_16441
Asac02G026190.1	ACSA_16442
Asac02G037110.1	ACSA_16443
Asac02G023980.1	ACSA_16444
Asac10G014330.1	ACSA_16445
Asac01G034750.1	ACSA_16446
Asac11G022330.1	ACSA_16447
Asac03G015440.1	ACSA_16448
Asac01G037610.1	ACSA_16449
Asac07G019650.1	ACSA_16450
Asac01G008250.1	ACSA_16451
Asac10G006520.1	ACSA_16452
Asac12G009130.1	ACSA_16453
Asac03G032650.1	ACSA_16454
Asac05G027170.1	ACSA_16455
Asac01G009130.1	ACSA_16456
Asac12G004480.1	ACSA_16457
Asac09G010040.1	ACSA_16458
Asac039S000070.1	ACSA_16459
Asac04G010230.1	ACSA_16460
Asac05G016670.1	ACSA_16461
Asac04G023350.1	ACSA_16462
Asac09G018700.1	ACSA_16463
Asac05G030000.1	ACSA_16464
Asac07G006500.1	ACSA_16465
Asac03G032660.1	ACSA_16466
Asac07G024150.1	ACSA_16467
Asac06G013530.1	ACSA_16468
Asac12G022000.1	ACSA_16469
Asac06G024340.1	ACSA_16470
Asac03G031300.1	ACSA_16471
Asac04G022260.1	ACSA_16472
Asac04G022190.1	ACSA_16473
Asac09G007680.1	ACSA_16474
Asac01G012850.1	ACSA_16475
Asac06G003180.1	ACSA_16476
Asac10G013290.1	ACSA_16477
Asac01G000860.1	ACSA_16478
Asac03G001020.1	ACSA_16479
Asac08G009150.1	ACSA_16480
Asac13G009340.1	ACSA_16481
Asac06G020690.1	ACSA_16482
Asac12G013310.1	ACSA_16483
Asac12G005520.1	ACSA_16484
Asac01G000500.1	ACSA_16485
Asac09G007000.1	ACSA_16486
Asac07G023450.1	ACSA_16487
Asac13G007810.1	ACSA_16488
Asac01G021580.1	ACSA_16489
Asac01G033290.1	ACSA_16490
Asac01G031050.1	ACSA_16491
Asac02G021380.1	ACSA_16492
Asac11G015980.1	ACSA_16493
Asac06G000620.1	ACSA_16494
Asac10G007950.1	ACSA_16495
Asac01G020640.1	ACSA_16496
Asac08G000620.1	ACSA_16497
Asac10G011990.1	ACSA_16498
Asac01G034680.1	ACSA_16499
Asac07G009830.1	ACSA_16500
Asac11G023870.1	ACSA_16501
Asac13G004490.1	ACSA_16502
Asac01G026300.1	ACSA_16503
Asac09G007290.1	ACSA_16504
Asac13G019320.1	ACSA_16505
Asac04G013470.1	ACSA_16506
Asac05G012900.1	ACSA_16507
Asac06G022650.1	ACSA_16508
Asac08G009970.1	ACSA_16509
Asac12G020940.1	ACSA_16510
Asac02G010770.1	ACSA_16511
Asac02G037420.1	ACSA_16512
Asac04G008740.1	ACSA_16513
Asac12G022710.1	ACSA_16514
Asac08G014260.1	ACSA_16515
Asac12G011060.1	ACSA_16516
Asac030S000020.1	ACSA_16517
Asac08G025320.1	ACSA_16518
Asac05G007080.1	ACSA_16519
Asac01G017700.1	ACSA_16520
Asac12G018670.1	ACSA_16521
Asac09G006490.1	ACSA_16522
Asac08G002110.1	ACSA_16523
Asac01G000400.1	ACSA_16524
Asac07G009560.1	ACSA_16525
Asac01G020180.1	ACSA_16526
Asac01G001910.1	ACSA_16527
Asac03G012720.1	ACSA_16528
Asac02G003140.1	ACSA_16529
Asac09G019300.1	ACSA_16530
Asac13G021160.1	ACSA_16531
Asac03G005620.1	ACSA_16532
Asac02G039380.1	ACSA_16533
Asac11G002200.1	ACSA_16534
Asac04G002070.1	ACSA_16535
Asac12G007030.1	ACSA_16536
Asac01G007460.1	ACSA_16537
Asac04G000860.1	ACSA_16538
Asac13G019240.1	ACSA_16539
Asac09G018780.1	ACSA_16540
Asac09G023050.1	ACSA_16541
Asac08G008580.1	ACSA_16542
Asac03G008760.1	ACSA_16543
Asac04G012460.1	ACSA_16544
Asac08G008070.1	ACSA_16545
Asac09G020940.1	ACSA_16546
Asac02G024770.1	ACSA_16547
Asac04G022460.1	ACSA_16548
Asac01G037850.1	ACSA_16549
Asac03G007770.1	ACSA_16550
Asac03G012870.1	ACSA_16551
Asac007S000030.1	ACSA_16552
Asac11G007660.1	ACSA_16553
Asac02G013470.1	ACSA_16554
Asac01G005280.1	ACSA_16555
Asac05G021870.1	ACSA_16556
Asac09G012990.1	ACSA_16557
Asac028S000580.1	ACSA_16558
Asac12G003190.1	ACSA_16559
Asac06G003340.1	ACSA_16560
Asac01G003410.1	ACSA_16561
Asac09G023690.1	ACSA_16562
Asac07G020750.1	ACSA_16563
Asac01G007840.1	ACSA_16564
Asac08G018010.1	ACSA_16565
Asac01G010600.1	ACSA_16566
Asac07G023830.1	ACSA_16567
Asac02G002040.1	ACSA_16568
Asac07G006240.1	ACSA_16569
Asac06G016260.1	ACSA_16570
Asac07G014130.1	ACSA_16571
Asac07G005300.1	ACSA_16572
Asac03G009720.1	ACSA_16573
Asac10G000460.1	ACSA_16574
Asac11G014020.1	ACSA_16575
Asac04G003790.1	ACSA_16576
Asac01G034810.1	ACSA_16577
Asac01G030260.1	ACSA_16578
Asac02G007640.1	ACSA_16579
Asac08G018360.1	ACSA_16580
Asac12G013110.1	ACSA_16581
Asac11G023000.1	ACSA_16582
Asac07G008440.1	ACSA_16583
Asac05G016720.1	ACSA_16584
Asac06G020360.1	ACSA_16585
Asac02G005830.1	ACSA_16586
Asac08G017740.1	ACSA_16587
Asac06G010030.1	ACSA_16588
Asac11G001590.1	ACSA_16589
Asac03G009500.1	ACSA_16590
Asac13G021720.1	ACSA_16591
Asac03G008470.1	ACSA_16592
Asac11G013210.1	ACSA_16593
Asac02G003180.1	ACSA_16594
Asac13G011130.1	ACSA_16595
Asac02G005950.1	ACSA_16596
Asac09G027790.1	ACSA_16597
Asac13G004740.1	ACSA_16598
Asac09G007660.1	ACSA_16599
Asac08G021230.1	ACSA_16600
Asac06G025270.1	ACSA_16601
Asac03G016400.1	ACSA_16602
Asac06G004240.1	ACSA_16603
Asac02G029520.1	ACSA_16604
Asac01G030510.1	ACSA_16605
Asac08G014250.1	ACSA_16606
Asac02G029430.1	ACSA_16607
Asac07G015950.1	ACSA_16608
Asac08G004190.1	ACSA_16609
Asac12G006480.1	ACSA_16610
Asac11G015420.1	ACSA_16611
Asac04G021290.1	ACSA_16612
Asac09G010330.1	ACSA_16613
Asac10G012920.1	ACSA_16614
Asac10G024230.1	ACSA_16615
Asac03G001100.1	ACSA_16616
Asac02G025460.1	ACSA_16617
Asac03G018490.1	ACSA_16618
Asac094S000030.1	ACSA_16619
Asac04G020170.1	ACSA_16620
Asac06G010940.1	ACSA_16621
Asac12G000550.1	ACSA_16622
Asac02G022680.1	ACSA_16623
Asac05G007500.1	ACSA_16624
Asac02G030200.1	ACSA_16625
Asac09G010800.1	ACSA_16626
Asac01G022900.1	ACSA_16627
Asac03G017120.1	ACSA_16628
Asac02G015690.1	ACSA_16629
Asac03G016080.1	ACSA_16630
Asac10G004730.1	ACSA_16631
Asac02G014200.1	ACSA_16632
Asac11G000420.1	ACSA_16633
Asac01G028960.1	ACSA_16634
Asac03G007070.1	ACSA_16635
Asac11G001370.1	ACSA_16636
Asac12G018730.1	ACSA_16637
Asac09G023960.1	ACSA_16638
Asac06G021870.1	ACSA_16639
Asac08G007670.1	ACSA_16640
Asac04G013700.1	ACSA_16641
Asac01G039060.1	ACSA_16642
Asac01G042750.1	ACSA_16643
Asac03G030080.1	ACSA_16644
Asac12G021950.1	ACSA_16645
Asac02G034870.1	ACSA_16646
Asac03G007220.1	ACSA_16647
Asac01G026410.1	ACSA_16648
Asac02G042680.1	ACSA_16649
Asac09G011900.1	ACSA_16650
Asac08G002520.1	ACSA_16651
Asac10G012810.1	ACSA_16652
Asac02G005090.1	ACSA_16653
Asac04G010140.1	ACSA_16654
Asac06G012840.1	ACSA_16655
Asac03G036310.1	ACSA_16656
Asac03G033260.1	ACSA_16657
Asac04G019480.1	ACSA_16658
Asac01G004980.1	ACSA_16659
Asac11G023970.1	ACSA_16660
Asac06G006870.1	ACSA_16661
Asac02G041590.1	ACSA_16662
Asac05G028970.1	ACSA_16663
Asac03G008610.1	ACSA_16664
Asac01G030580.1	ACSA_16665
Asac07G006620.1	ACSA_16666
Asac02G036370.1	ACSA_16667
Asac13G010480.1	ACSA_16668
Asac03G025200.1	ACSA_16669
Asac10G003760.1	ACSA_16670
Asac01G032750.1	ACSA_16671
Asac01G004670.1	ACSA_16672
Asac04G003700.1	ACSA_16673
Asac12G021310.1	ACSA_16674
Asac13G016510.1	ACSA_16675
Asac10G018710.1	ACSA_16676
Asac05G011160.1	ACSA_16677
Asac08G011290.1	ACSA_16678
Asac12G012270.1	ACSA_16679
Asac11G000820.1	ACSA_16680
Asac02G009880.1	ACSA_16681
Asac12G014960.1	ACSA_16682
Asac13G012560.1	ACSA_16683
Asac10G020950.1	ACSA_16684
Asac07G021420.1	ACSA_16685
Asac12G023200.1	ACSA_16686
Asac06G013950.1	ACSA_16687
Asac06G007260.1	ACSA_16688
Asac10G017790.1	ACSA_16689
Asac07G009990.1	ACSA_16690
Asac04G014830.1	ACSA_16691
Asac06G021470.1	ACSA_16692
Asac01G002090.1	ACSA_16693
Asac08G025940.1	ACSA_16694
Asac09G028480.1	ACSA_16695
Asac12G007410.1	ACSA_16696
Asac04G004210.1	ACSA_16697
Asac01G018630.1	ACSA_16698
Asac03G027480.1	ACSA_16699
Asac03G034820.1	ACSA_16700
Asac03G006790.1	ACSA_16701
Asac02G041020.1	ACSA_16702
Asac13G016160.1	ACSA_16703
Asac13G021660.1	ACSA_16704
Asac06G008400.1	ACSA_16705
Asac04G009650.1	ACSA_16706
Asac09G011870.1	ACSA_16707
Asac05G007950.1	ACSA_16708
Asac05G018010.1	ACSA_16709
Asac01G019410.1	ACSA_16710
Asac09G006120.1	ACSA_16711
Asac06G016340.1	ACSA_16712
Asac09G025760.1	ACSA_16713
Asac07G003730.1	ACSA_16714
Asac02G008470.1	ACSA_16715
Asac10G003410.1	ACSA_16716
Asac01G033970.1	ACSA_16717
Asac12G004540.1	ACSA_16718
Asac12G022840.1	ACSA_16719
Asac02G002910.1	ACSA_16720
Asac09G018040.1	ACSA_16721
Asac03G009700.1	ACSA_16722
Asac02G025570.1	ACSA_16723
Asac07G006800.1	ACSA_16724
Asac11G019600.1	ACSA_16725
Asac05G018840.1	ACSA_16726
Asac13G022310.1	ACSA_16727
Asac02G012290.1	ACSA_16728
Asac06G000040.1	ACSA_16729
Asac08G012890.1	ACSA_16730
Asac02G031100.1	ACSA_16731
Asac02G012400.1	ACSA_16732
Asac07G018840.1	ACSA_16733
Asac05G033970.1	ACSA_16734
Asac03G013340.1	ACSA_16735
Asac02G012230.1	ACSA_16736
Asac08G022450.1	ACSA_16737
Asac10G011420.1	ACSA_16738
Asac11G005990.1	ACSA_16739
Asac09G010900.1	ACSA_16740
Asac13G014190.1	ACSA_16741
Asac12G016540.1	ACSA_16742
Asac07G015030.1	ACSA_16743
Asac06G018230.1	ACSA_16744
Asac13G018730.1	ACSA_16745
Asac02G042100.1	ACSA_16746
Asac02G015770.1	ACSA_16747
Asac07G019440.1	ACSA_16748
Asac02G022160.1	ACSA_16749
Asac02G012340.1	ACSA_16750
Asac01G024340.1	ACSA_16751
Asac01G010610.1	ACSA_16752
Asac05G033510.1	ACSA_16753
Asac08G004450.1	ACSA_16754
Asac12G021050.1	ACSA_16755
Asac07G012720.1	ACSA_16756
Asac02G007270.1	ACSA_16757
Asac05G028720.1	ACSA_16758
Asac13G009710.1	ACSA_16759
Asac07G021520.1	ACSA_16760
Asac11G020210.1	ACSA_16761
Asac09G002620.1	ACSA_16762
Asac12G020540.1	ACSA_16763
Asac06G007270.1	ACSA_16764
Asac04G000980.1	ACSA_16765
Asac12G022230.1	ACSA_16766
Asac12G005580.1	ACSA_16767
Asac05G023320.1	ACSA_16768
Asac02G017240.1	ACSA_16769
Asac08G014450.1	ACSA_16770
Asac03G033910.1	ACSA_16771
Asac06G007950.1	ACSA_16772
Asac06G004740.1	ACSA_16773
Asac03G035020.1	ACSA_16774
Asac09G004650.1	ACSA_16775
Asac01G024630.1	ACSA_16776
Asac07G021240.1	ACSA_16777
Asac05G018520.1	ACSA_16778
Asac12G004950.1	ACSA_16779
Asac06G014690.1	ACSA_16780
Asac02G036470.1	ACSA_16781
Asac045S000020.1	ACSA_16782
Asac09G016430.1	ACSA_16783
Asac11G016200.1	ACSA_16784
Asac09G009440.1	ACSA_16785
Asac04G015320.1	ACSA_16786
Asac03G033580.1	ACSA_16787
Asac07G024250.1	ACSA_16788
Asac09G006340.1	ACSA_16789
Asac01G041430.1	ACSA_16790
Asac06G004580.1	ACSA_16791
Asac02G016930.1	ACSA_16792
Asac11G019580.1	ACSA_16793
Asac02G012900.1	ACSA_16794
Asac06G006940.1	ACSA_16795
Asac13G008430.1	ACSA_16796
Asac11G019660.1	ACSA_16797
Asac05G022580.1	ACSA_16798
Asac11G018830.1	ACSA_16799
Asac13G018860.1	ACSA_16800
Asac06G011040.1	ACSA_16801
Asac02G009870.1	ACSA_16802
Asac12G001440.1	ACSA_16803
Asac02G018720.1	ACSA_16804
Asac01G032560.1	ACSA_16805
Asac10G002630.1	ACSA_16806
Asac11G022910.1	ACSA_16807
Asac11G021600.1	ACSA_16808
Asac03G005230.1	ACSA_16809
Asac02G013580.1	ACSA_16810
Asac07G008390.1	ACSA_16811
Asac06G012310.1	ACSA_16812
Asac07G023130.1	ACSA_16813
Asac03G031650.1	ACSA_16814
Asac07G011040.1	ACSA_16815
Asac09G026050.1	ACSA_16816
Asac12G021000.1	ACSA_16817
Asac07G017880.1	ACSA_16818
Asac11G008840.1	ACSA_16819
Asac01G037660.1	ACSA_16820
Asac02G013110.1	ACSA_16821
Asac01G036030.1	ACSA_16822
Asac02G041950.1	ACSA_16823
Asac10G008940.1	ACSA_16824
Asac09G020400.1	ACSA_16825
Asac12G005550.1	ACSA_16826
Asac376S000060.1	ACSA_16827
Asac13G013450.1	ACSA_16828
Asac11G018000.1	ACSA_16829
Asac12G010280.1	ACSA_16830
Asac08G013600.1	ACSA_16831
Asac12G012470.1	ACSA_16832
Asac03G021320.1	ACSA_16833
Asac01G004470.1	ACSA_16834
Asac01G009920.1	ACSA_16835
Asac09G007090.1	ACSA_16836
Asac09G021750.1	ACSA_16837
Asac03G029180.1	ACSA_16838
Asac09G030430.1	ACSA_16839
Asac12G013180.1	ACSA_16840
Asac10G005360.1	ACSA_16841
Asac01G015430.1	ACSA_16842
Asac13G013090.1	ACSA_16843
Asac02G018660.1	ACSA_16844
Asac13G007310.1	ACSA_16845
Asac11G000480.1	ACSA_16846
Asac11G021790.1	ACSA_16847
Asac12G015230.1	ACSA_16848
Asac08G014810.1	ACSA_16849
Asac05G028250.1	ACSA_16850
Asac01G038410.1	ACSA_16851
Asac10G018960.1	ACSA_16852
Asac07G005990.1	ACSA_16853
Asac06G003280.1	ACSA_16854
Asac09G022950.1	ACSA_16855
Asac10G024980.1	ACSA_16856
Asac378S000120.1	ACSA_16857
Asac01G040470.1	ACSA_16858
Asac02G039420.1	ACSA_16859
Asac13G006260.1	ACSA_16860
Asac09G019410.1	ACSA_16861
Asac02G011600.1	ACSA_16862
Asac02G012660.1	ACSA_16863
Asac04G011730.1	ACSA_16864
Asac01G029240.1	ACSA_16865
Asac12G006590.1	ACSA_16866
Asac05G024660.1	ACSA_16867
Asac01G005660.1	ACSA_16868
Asac11G001140.1	ACSA_16869
Asac06G008510.1	ACSA_16870
Asac11G016580.1	ACSA_16871
Asac06G023710.1	ACSA_16872
Asac01G026270.1	ACSA_16873
Asac02G042280.1	ACSA_16874
Asac02G030690.1	ACSA_16875
Asac05G007560.1	ACSA_16876
Asac11G013250.1	ACSA_16877
Asac080S000060.1	ACSA_16878
Asac09G003620.1	ACSA_16879
Asac07G019970.1	ACSA_16880
Asac09G009290.1	ACSA_16881
Asac10G006250.1	ACSA_16882
Asac06G024530.1	ACSA_16883
Asac04G014080.1	ACSA_16884
Asac11G002500.1	ACSA_16885
Asac06G002100.1	ACSA_16886
Asac02G010940.1	ACSA_16887
Asac04G000540.1	ACSA_16888
Asac06G023110.1	ACSA_16889
Asac07G004560.1	ACSA_16890
Asac07G017370.1	ACSA_16891
Asac05G023250.1	ACSA_16892
Asac03G020960.1	ACSA_16893
Asac05G028080.1	ACSA_16894
Asac07G005950.1	ACSA_16895
Asac13G018720.1	ACSA_16896
Asac12G009840.1	ACSA_16897
Asac12G017440.1	ACSA_16898
Asac04G012360.1	ACSA_16899
Asac02G037800.1	ACSA_16900
Asac12G014190.1	ACSA_16901
Asac02G014270.1	ACSA_16902
Asac06G007150.1	ACSA_16903
Asac09G002070.1	ACSA_16904
Asac02G010400.1	ACSA_16905
Asac01G001700.1	ACSA_16906
Asac02G013190.1	ACSA_16907
Asac07G024160.1	ACSA_16908
Asac04G024280.1	ACSA_16909
Asac219S000010.1	ACSA_16910
Asac06G009250.1	ACSA_16911
Asac02G027260.1	ACSA_16912
Asac10G015000.1	ACSA_16913
Asac11G009810.1	ACSA_16914
Asac08G020160.1	ACSA_16915
Asac10G003190.1	ACSA_16916
Asac06G009980.1	ACSA_16917
Asac02G018910.1	ACSA_16918
Asac12G008620.1	ACSA_16919
Asac12G022100.1	ACSA_16920
Asac11G021830.1	ACSA_16921
Asac10G009180.1	ACSA_16922
Asac09G029250.1	ACSA_16923
Asac03G026760.1	ACSA_16924
Asac03G032240.1	ACSA_16925
Asac13G003070.1	ACSA_16926
Asac09G011040.1	ACSA_16927
Asac11G004640.1	ACSA_16928
Asac05G006510.1	ACSA_16929
Asac06G017300.1	ACSA_16930
Asac12G015170.1	ACSA_16931
Asac04G020970.1	ACSA_16932
Asac06G010860.1	ACSA_16933
Asac03G004390.1	ACSA_16934
Asac06G017270.1	ACSA_16935
